ms,T_fast_g,T_slow_g,v_line_mps,leash_m,pwm_state,enc_count,dTdt_gps
491040,15.7121,12.5509,0,0.2098,0,2383,40.11
491140,17.516,13.9049,0,0.2098,0,2383,18.41
491240,13.6441,13.5977,0,0.2098,0,2383,-39.51
491340,10.659,12.6765,0,0.2098,0,2383,-30.15
491440,9.4282,11.7875,0,0.2098,0,2383,-12.56
491540,8.9944,11.0621,0,0.2098,0,2383,-4.43
491640,9.1214,10.5848,0,0.2113,60,2400,1.28
491740,8.8614,10.1377,0.088051,0.2155,60,2447,-2.65
491840,10.6796,10.3869,0.088051,0.2203,60,2502,18.55
491940,14.1763,11.5528,0,0.2222,0,2523,35.68
492040,15.9285,12.7562,0,0.2222,0,2523,17.7
492140,14.4033,13.0726,0,0.2222,0,2523,-15.56
492240,12.6969,12.8721,0,0.2222,0,2523,-17.41
492340,13.0135,12.9272,0,0.2222,0,2523,3.2
492440,13.0567,12.9623,0,0.2222,0,2523,0.44
492540,13.9304,13.2589,0,0.2222,0,2523,8.92
492640,13.872,13.4085,0,0.2222,0,2523,-0.57
492740,14.8833,13.8404,0,0.2222,0,2523,10.65
492840,18.786,15.3208,0,0.2222,0,2523,39.82
492940,19.135,16.2961,0,0.2222,0,2523,3.46
493040,17.4025,16.7554,0,0.2222,0,2523,-11.5
493140,17.7764,17.034,0,0.2222,0,2523,0.75
493240,15.8512,16.618,0,0.2222,0,2523,-12.09
493340,12.3187,15.3224,0,0.2222,0,2523,-33.09
493440,10.0285,13.8558,0,0.2222,0,2523,-25.06
493540,11.9445,13.4977,0,0.2222,0,2523,16.15
493640,16.4046,14.5032,0,0.2222,0,2523,44.41
493740,15.7458,14.7727,0,0.2222,0,2523,-5.07
493840,13.3405,14.2643,0,0.2222,0,2523,-23.98
493940,11.4103,13.4302,0,0.2222,0,2523,-19.74
494040,10.007,12.4867,0,0.2222,0,2523,-14.36
494140,9.1088,11.5861,0,0.2222,0,2523,-9.19
494240,8.5004,10.7766,0,0.2222,60,2524,-6.15
494340,11.027,10.9971,0,0.2231,0,2534,25.72
494440,18.6138,13.3755,0,0.2229,0,2532,77.36
494540,22.6946,15.9603,-0.088051,0.2222,-82,2524,41.24
494640,30.354,20.0375,-0.176103,0.2113,-113,2399,78.14
494740,31.5887,23.0024,-0.264154,0.1909,-118,2167,12.61
494840,20.3005,21.6214,-0.264154,0.1669,-73,1895,-114.01
494940,10.0415,18.0853,-0.176103,0.1452,0,1648,-104.68
495040,4.5746,14.3659,-0.176103,0.1303,0,1480,-55.79
495140,3.5195,11.5884,0,0.1227,0,1392,-10.66
495240,4.0362,9.7326,0,0.1204,0,1367,5.27
495340,4.5096,8.4565,0,0.1202,0,1365,4.78
495440,5.3492,7.7321,0,0.1202,0,1365,8.66
495540,6.0867,7.3669,0,0.1202,0,1365,7.45
495640,5.8721,6.9797,0,0.1202,0,1365,-2.19
495740,5.8707,6.7024,0,0.1207,60,1371,-0.01
495840,6.2191,6.6033,0.088051,0.1264,60,1435,3.52
495940,7.5665,6.9283,0.088051,0.1333,60,1514,13.75
496040,11.2117,8.227,0,0.1392,60,1581,37.2
496140,14.6412,10.0449,0,0.1446,60,1643,34.64
496240,16.693,11.8352,0,0.1481,0,1682,20.94
496340,17.0224,13.1526,0,0.1481,0,1682,3.36
496440,14.9633,13.4766,0,0.1481,0,1682,-21.01
496540,11.1953,12.6708,0,0.1481,0,1682,-38.06
496640,9.8144,11.8704,0,0.1481,0,1682,-14.09
496740,9.7108,11.324,0,0.1481,0,1682,-1.06
496840,9.3785,10.8169,0,0.1493,60,1696,-3.36
496940,9.0843,10.3653,0.088051,0.1534,60,1742,-3
497040,10.8921,10.61,0.088051,0.1582,60,1797,18.45
497140,14.6994,11.8703,0,0.1604,0,1822,38.46
497240,15.9313,12.9625,0,0.1604,0,1822,12.57
497340,14.2291,13.1728,0,0.1604,0,1822,-17.37
497440,10.3974,12.2395,0,0.1604,0,1822,-38.7
497540,8.7551,11.2657,0,0.1604,0,1822,-16.76
497640,8.379,10.5205,0.088051,0.1622,60,1842,-3.84
497740,8.3803,9.9856,0,0.1662,60,1888,0.01
497840,10.397,10.2145,0.088051,0.1706,60,1938,20.37
497940,14.892,11.6648,0,0.1719,0,1952,45.87
498040,16.5453,12.9882,0,0.172,0,1953,16.87
498140,14.5824,13.2641,0,0.172,0,1953,-19.83
498240,10.6489,12.3645,0,0.172,0,1953,-40.14
498340,9.204,11.484,0,0.172,0,1953,-14.74
498440,9.2287,10.9218,0,0.172,0,1953,0.25
498540,9.0756,10.4507,0,0.1739,60,1975,-1.56
498640,8.9095,10.055,0.088051,0.1783,60,2025,-1.6
498740,10.6058,10.2987,0,0.1829,60,2077,17.49
498840,15.8205,12.6557,0,0.1839,0,2088,31.32
498940,14.6558,13.0829,0,0.1839,0,2088,0.96
499040,11.1819,12.3906,0,0.1839,0,2088,-27.75
499140,10.0503,11.7348,0,0.1839,0,2088,-15.74
499240,9.9649,11.287,0,0.1839,0,2088,-1.94
499340,9.7861,10.9006,0,0.1839,0,2088,-1.74
499440,9.9595,10.6762,0.088051,0.1839,60,2089,1.62
499540,9.9362,10.4897,0.088051,0.1866,60,2119,-0.19
499640,11.7978,10.9331,0,0.1906,0,2165,18.46
499740,15.0771,12.174,0,0.1909,0,2168,33.32
499840,14.7385,12.794,0,0.1909,0,2168,-3.18
499940,11.691,12.3278,0,0.1909,0,2168,-30.98
500040,10.5217,11.8032,0,0.1909,0,2168,-11.86
500140,10.2825,11.4081,0,0.1909,0,2168,-2.46
500240,10.7459,11.2715,0,0.1909,0,2168,4.72
500340,12.0405,11.5446,0,0.1909,0,2168,13.07
500440,10.5702,11.2091,0,0.1909,0,2168,-14.99
500540,9.0063,10.5607,0,0.1911,60,2170,-15.96
500640,8.6347,10.056,0,0.1942,60,2206,-3.72
500740,10.438,10.2642,0,0.1986,60,2255,18.4
500840,14.2667,11.5041,0,0.2021,0,2295,39.07
500940,16.7833,12.9812,0,0.2019,0,2293,25.68
501040,15.1435,13.4193,0,0.2019,0,2293,-16.56
501140,10.5542,12.4162,0,0.2019,0,2293,-46.83
501240,9.6102,11.6557,0,0.2019,0,2293,-9.63
501340,10.5366,11.4338,0,0.2019,0,2293,9.45
501440,10.1437,11.0867,0,0.2019,0,2293,-4.01
501540,9.9738,10.7979,0,0.2024,60,2299,-1.73
501640,10.1756,10.6549,0.088051,0.204,60,2317,2.04
501740,14.5356,11.8976,0,0.2044,0,2321,44.49
501840,22.128,14.9297,-0.088051,0.2021,-80,2295,77.47
501940,22.746,16.9224,-0.176103,0.1902,-82,2159,6.24
502040,14.3425,15.7522,-0.088051,0.1749,0,1985,-85.75
502140,6.608,12.9828,-0.088051,0.1657,0,1882,-78.92
502240,3.6948,10.4787,0,0.1625,0,1845,-29.73
502340,4.3481,8.9869,0,0.1625,0,1846,6.6
502440,4.9751,8.0231,0,0.1625,0,1846,6.4
502540,5.5097,7.4282,0,0.1625,0,1846,5.45
502640,6.2267,7.1726,0,0.1625,0,1846,7.24
502740,7.3259,7.2796,0,0.1625,0,1846,11.22
502840,6.9747,7.1814,0,0.1639,60,1861,-3.58
502940,6.8768,7.0992,0.088051,0.1698,60,1928,-0.99
503040,8.2362,7.4684,0,0.1753,60,1991,13.87
503140,12.6959,9.054,0.088051,0.1802,60,2047,45.51
503240,15.8758,10.9582,0,0.1821,0,2068,32.45
503340,16.9962,12.5377,0,0.1821,0,2068,11.32
503440,16.77,13.5816,0,0.1821,0,2068,-2.31
503540,18.0179,14.7687,0,0.1821,0,2068,12.73
503640,20.2926,16.2918,-0.088051,0.1771,-73,2011,22.98
503740,17.4082,16.3907,-0.088051,0.1683,0,1911,-29.43
503840,11.6202,14.8363,0,0.165,0,1874,-59.06
503940,6.4452,12.4151,0,0.165,0,1874,-52.27
504040,6.5662,10.9604,0,0.165,0,1874,1.23
504140,11.7148,11.4708,0,0.165,0,1874,52.54
504240,13.8159,12.1884,0,0.165,0,1874,21.44
504340,9.8089,11.3431,0,0.165,0,1874,-40.47
504440,7.7939,10.3299,0,0.165,0,1874,-20.56
504540,7.6131,9.6394,0,0.1672,60,1899,-1.81
504640,11.2627,10.0047,0.088051,0.172,60,1953,13.01
504740,16.1096,11.8338,0,0.1765,0,2004,42.82
504840,17.1685,13.2337,0,0.1769,0,2009,22.96
504940,14.4496,13.3677,0,0.1769,0,2009,-20.9
505040,10.8828,12.5236,0,0.1769,0,2009,-35.53
505140,10.1048,11.8703,0,0.1769,0,2009,-10
505240,11.3553,11.8197,0,0.1769,0,2009,11.89
505340,14.1721,12.5838,0,0.1769,0,2009,28.36
505440,11.329,12.0924,0,0.1769,0,2009,-27.98
505540,8.6784,11.0733,0,0.1769,0,2009,-26.8
505640,8.0664,10.2833,0,0.177,60,2010,-6.36
505740,8.0435,9.7219,0,0.1795,60,2039,-0.26
505840,10.8493,10.1791,0,0.1831,60,2079,28.27
505940,16.3662,12.0707,0,0.1861,0,2113,56.26
506040,18.7986,13.9047,0,0.186,0,2112,24.85
506140,15.0418,13.9542,0,0.186,0,2112,-37.91
506240,9.8239,12.5955,0,0.186,0,2112,-53.24
506340,10.3273,12.0599,0,0.186,0,2112,5.12
506440,11.6172,12.0298,0,0.186,0,2112,13.16
506540,11.3631,11.8473,0,0.186,0,2112,-2.57
506640,11.0215,11.6195,0,0.186,0,2112,-3.49
506740,10.401,11.2761,0,0.186,0,2112,-6.33
506840,10.1175,10.9687,0,0.186,0,2112,-2.86
506940,9.4943,10.5612,0,0.1863,60,2116,-6.3
507040,9.5203,10.3026,0.088051,0.1898,60,2156,0.27
507140,11.2909,10.6603,0.088051,0.1939,60,2202,17.88
507240,15.0608,11.9961,0,0.1964,0,2230,38.47
507340,18.0237,13.6881,0,0.1962,0,2228,30.23
507440,16.3955,14.2632,0,0.1962,0,2228,-16.45
507540,11.2747,13.1961,0,0.1962,0,2228,-52.25
507640,9.7166,12.2288,0,0.1962,0,2228,-15.9
507740,9.9862,11.685,0,0.1962,0,2228,2.75
507840,9.0782,10.9765,0,0.1962,0,2228,-9.17
507940,8.7716,10.4062,0,0.1971,60,2238,-3.13
508040,9.2284,10.1403,0,0.2003,60,2275,4.66
508140,11.7877,10.7121,0.088051,0.2046,60,2324,25.85
508240,15.947,12.2808,0,0.2068,0,2349,42.44
508340,16.221,13.2829,0,0.2069,0,2350,2.8
508440,14.8792,13.5982,0,0.2069,0,2350,-13.55
508540,13.4478,13.4711,0,0.2069,0,2350,-14.61
508640,12.9654,13.3145,0,0.2069,0,2350,-4.92
508740,11.2245,12.6832,0,0.2069,0,2350,-17.76
508840,10.082,11.9615,0,0.2069,0,2350,-11.54
508940,9.3607,11.2662,0,0.2069,0,2350,-7.36
509040,9.2082,10.7422,0.088051,0.2082,60,2364,-1.56
509140,9.7704,10.5344,0,0.2114,60,2401,5.68
509240,12.3386,11.1459,0,0.2119,0,2406,26.21
509340,17.0901,12.929,0,0.2119,0,2406,48.48
509440,18.351,14.3633,0,0.2119,0,2406,12.74
509540,15.7282,14.5406,0,0.2119,0,2406,-26.76
509640,15.1343,14.6519,0,0.2119,0,2406,-6.06
509740,16.1409,15.0871,0,0.2119,0,2406,10.17
509840,17.0728,15.6417,0,0.2119,0,2406,9.51
509940,18.1814,16.346,0,0.2119,0,2406,11.31
510040,21.8445,17.9495,-0.088051,0.2058,-79,2336,37.38
510140,29.6899,21.375,-0.176103,0.1891,-110,2147,79.25
510240,26.0245,22.3083,-0.176103,0.1678,-96,1905,-37.4
510340,13.9215,19.4551,-0.176103,0.1497,0,1700,-121.03
510440,4.4781,12.805,-0.176103,0.1393,0,1582,-61.05
510540,4.5486,10.7453,-0.088051,0.135,0,1533,-8.5
510640,4.7792,9.2682,0,0.1347,0,1530,1.82
510740,5.0957,8.2449,0,0.1347,0,1530,3.07
510840,5.3594,7.54,0,0.1347,0,1530,2.74
510940,6.0064,7.197,0,0.1347,0,1530,6.31
511040,6.2587,6.9782,0,0.1347,60,1530,2.72
511140,6.1627,6.7684,0,0.139,60,1580,-0.9
511240,7.8327,7.1388,0,0.1452,60,1649,16.72
511340,12.757,8.8511,0.088051,0.151,60,1715,49.41
511440,15.6222,10.723,0.088051,0.156,60,1772,29.35
511540,16.8385,12.3279,0,0.1605,0,1823,12.48
511640,17.2355,13.5796,0,0.1606,0,1824,4.03
511740,14.9575,13.7817,0,0.1606,0,1824,-23.21
511840,10.5249,12.6905,0,0.1606,0,1824,-45.21
511940,8.7369,11.5903,0,0.1606,0,1824,-18.08
512040,8.1585,10.6962,0,0.1609,60,1827,-5.91
512140,8.2141,10.0792,0.088051,0.164,60,1863,0.57
512240,10.8976,10.4515,0.088051,0.1676,60,1903,27.38
512340,16.564,12.3338,0,0.1706,0,1937,57.23
512440,18.7945,14.0884,0,0.1705,0,1936,22.76
512540,16.3449,14.4994,0,0.1705,0,1936,-24.99
512640,12.7989,13.8527,0,0.1705,0,1936,-35.82
512740,11.3403,13.1334,0,0.1705,0,1936,-14.73
512840,9.7341,12.1832,0,0.1705,0,1936,-16.56
512940,8.9558,11.3277,0,0.1705,0,1936,-7.86
513040,8.4111,10.5645,0,0.1712,60,1944,-5.56
513140,8.4018,10.0233,0,0.1746,60,1983,-0.09
513240,11.0555,10.4472,0.088051,0.1778,60,2019,27.08
513340,17.4019,12.5825,-0.088051,0.1799,0,2043,64.11
513440,19.1361,14.3293,0,0.18,0,2044,17.7
513540,15.4031,14.3644,0,0.18,0,2044,-38.09
513640,10.4984,13.0914,0,0.18,0,2044,-49.54
513740,9.3816,12.0941,0,0.18,0,2044,-11.4
513840,10.1913,11.669,0,0.18,0,2044,8.26
513940,12.2691,11.9489,0,0.18,0,2044,20.99
514040,13.5662,12.4343,0,0.18,0,2044,13.24
514140,9.9569,11.5894,0,0.18,0,2044,-36.83
514240,8.1353,10.612,0,0.1809,60,2055,-18.4
514340,8.6307,10.1476,0,0.1847,60,2098,5.06
514440,11.2389,10.5834,0,0.1886,60,2142,26.61
514540,15.1888,11.9817,0,0.1898,0,2155,40.31
514640,18.7957,13.9106,0,0.1898,0,2155,36.43
514740,18.0564,14.9008,0,0.1898,0,2155,-7.54
514840,12.2208,13.8661,0,0.1898,0,2155,-59.55
514940,9.4867,12.6004,0,0.1898,0,2155,-27.62
515040,8.7779,11.6004,0,0.1898,0,2155,-7.23
515140,8.7851,10.897,0.088051,0.1915,60,2175,0.07
515240,9.0079,10.4387,0,0.195,60,2215,2.25
515340,11.0257,10.7116,0,0.199,60,2261,20.59
515440,15.4252,12.1649,0,0.2001,0,2272,44.89
515540,17.4366,13.6086,0,0.2001,0,2272,20.52
515640,15.8134,14.0583,0,0.2001,0,2272,-16.4
515740,11.8191,13.2489,0,0.2001,0,2272,-40.76
515840,10.586,12.5061,0,0.2001,0,2272,-12.58
515940,10.5396,12.0116,0,0.2001,0,2272,-0.47
516040,10.7221,11.7006,0,0.2001,0,2272,1.86
516140,12.9582,12.1548,0,0.2001,0,2272,22.36
516240,10.7045,11.708,0,0.2001,0,2272,-8.59
516340,9.8014,11.1749,0,0.2001,0,2272,-12.91
516440,9.3603,10.6937,0,0.2001,60,2272,-5.99
516540,9.2992,10.3412,0.088051,0.2029,60,2304,-1.31
516640,11.4686,10.7587,0.088051,0.2069,60,2350,19.86
516740,15.2407,12.1149,0.088051,0.211,0,2396,37.26
516840,17.4388,13.5833,0,0.2112,0,2398,22.89
516940,17.3777,14.5281,0,0.2112,0,2398,-0.08
517040,13.372,13.9887,0,0.2112,0,2398,-40.16
517140,10.7458,13.0138,0,0.2112,0,2398,-26.67
517240,9.9116,12.1861,0,0.2112,0,2398,-8.61
517340,9.4424,11.4709,0,0.2112,0,2398,-4.8
517440,9.0672,10.8465,0,0.2113,60,2400,-3.79
517540,8.9223,10.3564,0,0.2144,60,2435,-1.48
517640,10.6448,10.5362,0.088051,0.2188,60,2485,17.56
517740,14.511,11.7715,0,0.2229,0,2531,39.44
517840,16.3284,13.0243,0,0.2231,0,2534,18.36
517940,14.9371,13.4155,0,0.2231,0,2534,-14.19
518040,11.721,12.7909,0,0.2231,0,2534,-32.81
518140,10.2898,12.0762,0,0.2231,0,2534,-14.46
518240,9.7083,11.4479,0,0.2231,0,2534,-5.93
518340,9.4339,10.9272,0,0.2231,0,2534,-2.8
518440,9.46,10.5621,0.088051,0.2235,60,2538,0.26
518540,9.5651,10.3194,0,0.2269,60,2577,1.06
518640,11.0686,10.6007,0,0.2317,60,2632,15.5
518740,14.2903,11.7244,-0.088051,0.2355,0,2675,32.87
518840,15.6655,12.7956,0,0.2355,0,2674,13.89
518940,13.842,12.9433,0,0.2355,0,2674,-18.61
519040,10.3868,12.0882,0,0.2355,0,2674,-35.26
519140,9.2647,11.3122,0,0.2355,0,2674,-11.33
519240,9.047,10.7323,0.088051,0.2362,60,2683,-2.22
519340,9.0069,10.2984,0.088051,0.24,60,2726,-0.41
519440,10.743,10.5181,0,0.2447,60,2779,17.54
519540,14.1494,11.6388,0,0.2478,0,2814,34.76
519640,15.5457,12.7028,0,0.2478,0,2814,14.25
519740,14.2299,13.0023,0,0.2478,0,2814,-13.29
519840,11.1279,12.3398,0,0.2478,0,2814,-31.65
519940,9.7693,11.6123,0,0.2478,0,2814,-13.86
520040,9.5179,11.073,0,0.2478,0,2814,-2.57
520140,9.5512,10.6946,0,0.249,60,2828,0.34
520240,9.5765,10.4167,0.088051,0.2533,60,2877,0.26
520340,11.0962,10.6815,0.088051,0.2587,60,2938,15.51
520440,14.0217,11.6994,0,0.2613,0,2967,29.55
520540,15.1762,12.6408,0,0.2613,0,2968,11.78
520640,13.8628,12.8642,0,0.2613,0,2968,-13.4
520740,10.589,12.0908,0,0.2613,0,2968,-33.07
520840,9.3425,11.3258,0,0.2613,0,2968,-12.72
520940,9.0295,10.7322,0,0.2631,60,2988,-3.19
521040,9.1108,10.3319,0.088051,0.2679,60,3043,0.83
521140,10.7274,10.5318,0.088051,0.2737,60,3108,16.33
521240,13.8196,11.547,0,0.2761,0,3136,31.55
521340,14.8985,12.4523,0,0.2761,0,3136,11.01
521440,13.8172,12.7259,0,0.2761,0,3136,-10.92
521540,11.3477,12.2271,0,0.2761,0,3136,-25.2
521640,10.2387,11.6607,0,0.2761,0,3136,-11.32
521740,9.9643,11.2194,0,0.2761,0,3136,-2.77
521840,9.8847,10.8808,0.088051,0.2787,60,3165,-0.81
521940,9.94,10.649,0,0.284,60,3225,0.55
522040,14.7633,12.1244,0,0.2851,0,3238,20.54
522140,15.4306,12.9926,0,0.2851,0,3238,18.32
522240,14.2752,13.2411,0,0.2851,0,3238,-5.9
522340,16.3324,14.1425,0,0.2851,0,3238,14.98
522440,20.7419,16.0679,0,0.285,-74,3237,42.57
522540,31.0739,20.4652,-0.176103,0.2758,-116,3131,100.89
522887,37.4749,32.7894,-0.352206,0.1758,-141,1995,-82.87
522987,23.4988,29.5933,-0.264154,0.1447,-85,1643,-141.17
523087,9.202,23.6019,-0.176103,0.1196,0,1358,-145.89
523187,4.8584,18.6445,-0.176103,0.1033,0,1173,-44.32
523287,4.2302,15.0017,-0.088051,0.0944,0,1072,-6.41
523387,5.1033,12.5817,0,0.091,0,1033,8.82
523487,5.2982,10.773,0,0.0908,0,1031,1.99
523587,5.5167,9.4725,0,0.0908,0,1031,2.23
523687,5.5684,8.4997,0,0.0908,0,1031,0.52
523787,5.7472,7.8228,0,0.0908,0,1031,1.82
523887,5.9515,7.3677,0.088051,0.0927,60,1053,2.09
523987,6.3698,7.1444,0.088051,0.0992,60,1126,4.23
524087,7.5704,7.3259,0.088051,0.106,60,1204,12.25
524187,11.2167,8.5265,0,0.1125,60,1278,37.21
524288,14.2363,10.1427,0.044026,0.1186,60,1347,30.5
524388,15.425,11.5376,0,0.1207,0,1371,12.01
524488,15.8412,12.6395,0,0.1207,0,1371,4.29
524588,13.8498,12.8176,0,0.1207,0,1371,-20.32
524688,10.2235,11.9424,0,0.1207,0,1371,-36.63
524788,8.6776,11.0296,0,0.1207,0,1371,-15.77
524888,8.495,10.3845,0,0.1229,60,1396,-1.72
524988,8.5313,9.9235,0.088051,0.1276,60,1449,0.38
525088,13.4128,11.075,0,0.1327,0,1507,24.2
525188,15.3166,12.2544,0,0.1335,0,1516,26.89
525288,13.9098,12.5803,0,0.1335,0,1516,-6.39
525388,10.4088,11.8186,0,0.1335,0,1516,-32.87
525488,9.0463,11.0404,0,0.1335,0,1516,-16.09
525588,8.7712,10.4559,0,0.1335,60,1516,-3.41
525688,8.8151,10.0484,0.088051,0.1364,60,1549,0.35
525788,10.4158,10.2403,0.088051,0.1412,60,1603,15.96
525888,14.0545,11.4213,0.088051,0.1463,0,1661,36.48
525988,15.8191,12.631,0,0.1466,0,1665,18.15
526088,14.2398,12.9345,0,0.1466,0,1665,-15.92
526188,10.58,12.1172,0,0.1466,0,1665,-36.9
526288,9.2404,11.3142,0,0.1466,0,1665,-13.71
526388,9.0504,10.7364,0,0.1469,60,1668,-1.95
526488,9.1176,10.3359,0,0.15,60,1705,0.68
526588,11.2779,10.7064,0,0.1541,60,1751,22.03
526688,15.6937,12.2292,0,0.1574,0,1788,45.05
526788,18.0375,13.8278,0,0.1574,0,1787,23.92
526888,15.6341,14.1291,0,0.1574,0,1787,-24.27
526988,10.9414,13.0389,0,0.1574,0,1787,-47.88
527088,9.4593,12.0514,0,0.1574,0,1787,-15.12
527188,9.436,11.3961,0,0.1574,0,1787,-0.24
527288,9.7259,10.9966,0,0.1574,0,1787,2.96
527388,9.6772,10.6637,0,0.1577,60,1791,-0.49
527488,9.4849,10.357,0.044026,0.1613,60,1832,-1.94
527588,10.9959,10.6112,0.088051,0.166,60,1885,15.42
527688,14.3946,11.7694,0,0.1692,0,1922,34.68
527788,16.4458,13.0667,0,0.1692,0,1922,20.93
527888,15.9098,13.744,0,0.1692,0,1922,-5.41
527988,12.6593,13.2697,0,0.1692,0,1922,-33.17
528088,10.8306,12.5456,0,0.1692,0,1922,-18.66
528188,10.4299,11.9916,0,0.1692,0,1922,-4.05
528288,10.4062,11.5938,0,0.1692,0,1922,-0.24
528388,9.9084,11.1413,0,0.1692,0,1922,-5.08
528488,8.9905,10.5462,0.088051,0.1702,60,1933,-9.27
528588,8.6123,10.0391,0,0.174,60,1976,-3.86
528688,10.4143,10.2455,0,0.1786,60,2028,18.39
528788,14.0773,11.4324,0,0.1811,0,2057,37
528888,15.7979,12.6313,0,0.1811,0,2057,17.56
528988,14.0652,12.8815,0,0.1811,0,2057,-17.68
529088,10.2174,11.975,0,0.1811,0,2057,-39.26
529188,8.7357,11.0726,0,0.1811,0,2057,-14.97
529288,8.4044,10.3848,0.088051,0.1827,60,2075,-3.38
529388,8.4841,9.9146,0.088051,0.1868,60,2121,0.81
529488,10.6796,10.2431,0,0.1914,60,2174,22.18
529588,14.3591,11.5021,0.088051,0.1931,0,2193,37.55
529688,15.7465,12.6499,0,0.1931,0,2193,14.16
529788,14.148,12.9245,0,0.1931,0,2193,-16.15
529888,10.4824,12.0849,0,0.1931,0,2193,-37.4
529988,9.28,11.3085,0,0.1931,0,2193,-12.4
530088,9.0061,10.7158,0,0.195,60,2214,-2.8
530188,8.9937,10.2845,0,0.1993,60,2263,-0.12
530288,10.7848,10.5215,0,0.204,60,2317,18.46
530388,14.1801,11.6484,0,0.2054,0,2333,34.65
530488,15.7623,12.7757,0,0.2054,0,2333,15.98
530588,14.384,13.0917,0,0.2054,0,2333,-14.06
530688,11.1426,12.4018,0,0.2054,0,2333,-32.74
530788,9.7757,11.6599,0,0.2054,0,2333,-13.67
530888,11.44,11.3687,0,0.2054,0,2333,5
530988,18.2499,13.5146,0,0.2054,0,2333,40.13
531088,29.0322,18.0679,-0.088051,0.2053,-60,2332,96.98
531188,25.3249,19.6504,-0.176103,0.1956,-93,2220,-11.51
531288,15.9322,18.1338,-0.176103,0.177,0,2010,-88.1
531388,8.8745,15.3779,-0.088051,0.1617,0,1836,-73.13
531488,5.5092,12.7004,-0.088051,0.1535,0,1743,-35.9
531588,6.0441,11.0697,0,0.1505,0,1709,4.2
531688,8.3233,10.5256,0,0.1503,0,1707,22.71
531788,7.808,9.814,0,0.1503,0,1707,-4.97
531888,6.5568,8.9215,0,0.1503,0,1707,-12.71
531988,6.6991,8.3748,0,0.1503,0,1707,1.38
532088,6.9553,8.0359,0,0.1504,60,1708,2.61
532188,7.0215,7.7865,0.088051,0.1544,60,1754,0.68
532288,8.464,8.046,0,0.1604,60,1822,14.71
532388,12.6798,9.4679,0.088051,0.1658,60,1883,42.57
532488,15.9955,11.3071,0,0.1698,0,1928,33.84
532588,17.566,12.9699,0,0.1696,0,1926,16.03
532688,16.8114,13.8831,0,0.1696,0,1926,-7.62
532788,13.0951,13.4539,0,0.1696,0,1926,-37.92
532888,11.2179,12.7775,0,0.1696,0,1926,-19.16
532988,10.0105,12.0103,0,0.1696,0,1926,-12.2
533088,10.2159,11.5745,0,0.1696,0,1926,2.1
533188,10.5303,11.3331,0,0.1696,0,1926,3.21
533288,9.9361,10.9467,0,0.1696,0,1926,-6
533388,9.8605,10.6705,0,0.1701,60,1932,-0.77
533488,10.5313,10.6776,0,0.1738,60,1974,6.85
533588,11.3773,10.9054,0,0.1768,0,2008,8.63
533688,14.4232,11.9752,0,0.1766,0,2006,30.77
533788,14.2582,12.5357,0,0.1766,0,2006,-1.68
533888,10.6428,11.8365,0,0.1766,0,2006,-36.89
533988,9.1557,11.0734,0,0.1766,0,2006,-15.02
534088,8.7429,10.4649,0,0.1773,60,2014,-4.21
534188,8.7268,10.0294,0,0.181,60,2056,-0.16
534288,10.6784,10.3136,0,0.1854,60,2106,19.71
534388,14.3724,11.5592,0,0.1882,0,2137,37.69
534488,15.9593,12.7584,0,0.1882,0,2137,16.19
534588,14.2722,13.0314,0,0.1882,0,2137,-17.21
534688,10.7699,12.2471,0,0.1882,0,2137,-35.38
534788,9.4476,11.4646,0,0.1882,0,2137,-13.49
534888,9.0847,10.8469,0,0.1894,60,2151,-3.7
534988,9.0026,10.3807,0.088051,0.1932,60,2194,-0.83
535088,10.8181,10.6035,0,0.1976,60,2244,18.53
535188,14.3181,11.7509,0,0.1996,0,2267,35.71
535288,15.6387,12.8054,0,0.1996,0,2267,13.34
535388,13.8037,12.9403,0,0.1996,0,2267,-18.72
535488,10.155,12.0159,0,0.1996,0,2267,-37.23
535588,8.9129,11.1625,0,0.1996,0,2267,-12.67
535688,8.6214,10.5091,0.088051,0.2014,60,2287,-2.94
535788,8.6615,10.0497,0,0.2055,60,2334,0.41
535888,10.4215,10.2526,0.088051,0.2101,60,2386,17.96
535988,14.2661,11.4963,0,0.2115,0,2402,38.83
536088,15.8907,12.6964,0,0.2115,0,2402,16.58
536188,14.3163,13.003,0,0.2115,0,2402,-16.07
536288,11.4903,12.4482,0,0.2115,0,2402,-28.55
536388,10.5809,11.9245,0,0.2115,0,2402,-9.28
536488,10.5277,11.572,0,0.2115,0,2402,-0.54
536588,10.5739,11.3253,0,0.2115,0,2402,0.46
536688,10.5903,11.0556,0,0.2115,0,2402,1.59
536788,10.1481,10.8011,0,0.2115,60,2402,-3.93
536888,10.1887,10.6505,0,0.2136,60,2426,-1.15
536988,11.8793,11.0634,0.088051,0.2178,0,2473,14.25
537088,14.9699,12.2332,0,0.2181,0,2477,29.63
537188,13.8522,12.5681,0,0.2181,0,2477,-8.07
537288,11.375,12.115,0,0.2181,0,2477,-24.69
537388,12.9584,12.4248,0,0.2181,0,2477,14.84
537488,12.8698,12.5305,0,0.2181,0,2477,-0.59
537588,11.6972,12.2489,0,0.2181,0,2477,-11.85
537688,9.6526,11.472,0,0.2181,0,2477,-20.8
537788,9.2191,10.8817,0,0.2182,60,2478,-4.49
537888,13.799,11.8973,0,0.2182,60,2478,46.14
