ms,T_fast_g,T_slow_g,v_line_mps,leash_m,pwm_state,enc_count,dTdt_gps
146840,12.4557,12.6989,0,0.1219,0,1384,-1.11
146940,13.1763,12.8633,0,0.1219,0,1384,7.35
147040,12.9243,12.8628,0,0.1219,0,1384,-2.55
147140,13.1004,12.9332,0,0.1219,0,1384,1.78
147240,12.1843,12.7424,0,0.1219,0,1384,-1.78
147340,12.185,12.6031,0,0.1219,0,1384,-6.19
147440,12.027,12.4492,0,0.1219,0,1384,-1.1
147540,12.1461,12.3809,0,0.1219,0,1384,0.53
147640,12.0757,12.3002,0,0.1219,0,1384,-0.37
147740,11.8014,12.1583,0,0.1219,0,1384,-2.59
147840,11.8906,12.097,0,0.1219,0,1384,0.63
147940,12.331,12.183,0,0.1219,0,1384,4.3
148040,12.3167,12.2156,0,0.1219,0,1384,-0.04
148140,11.8978,12.1099,0,0.1219,0,1384,-4.2
148240,11.6414,11.9768,0,0.1219,0,1384,-2.61
148340,11.5692,11.8704,0,0.1219,0,1384,-0.75
148440,11.7963,11.8661,0,0.1219,0,1384,2.3
148540,11.8506,11.8656,0,0.1219,0,1384,0.56
148640,11.9041,11.8785,0,0.1219,0,1384,0.54
148740,12.0233,11.9222,0,0.1219,0,1384,1.22
148840,12.1344,11.9822,0,0.1219,0,1384,1.13
148940,12.175,12.0329,0,0.1219,0,1384,0.41
149040,12.1994,12.0761,0,0.1219,0,1384,0.25
149140,12.535,12.2118,0,0.1219,0,1384,3.42
149240,12.4708,12.2725,0,0.1219,0,1384,-0.65
149340,12.2057,12.2393,0,0.1219,0,1384,-2.7
149440,11.9759,12.1591,0,0.1219,0,1384,-2.35
149540,11.8914,12.0869,0,0.1219,0,1384,-0.86
149640,12.2778,12.1588,0,0.1219,0,1384,3.86
149740,12.6747,12.3125,0,0.1219,0,1384,4.05
149840,12.6831,12.4057,0,0.1219,0,1384,0.09
149940,13.844,12.8378,0,0.1219,0,1384,11.73
150040,14.0011,13.1385,0,0.1219,0,1384,1.6
150140,12.787,12.9747,0,0.1219,0,1384,-12.39
150240,12.1413,12.726,0,0.1219,0,1384,-6.52
150340,12.7236,12.7618,0,0.1219,0,1384,5.94
150440,13.8576,13.1066,0,0.1219,0,1384,11.57
150540,14.1451,13.3842,0,0.1219,0,1384,2.9
150640,13.8284,13.4755,0,0.1219,0,1384,-3.23
150740,14.6461,13.8192,0,0.1219,0,1384,8.34
150840,15.8031,14.3875,0,0.1219,0,1384,11.81
150940,15.0062,14.4924,0,0.1219,0,1384,-8.05
151040,14.2619,14.3882,0,0.1219,0,1384,-7.59
151140,14.6036,14.4634,0,0.1219,0,1384,3.49
151240,13.8153,14.2521,0,0.1219,0,1384,-7.96
151340,12.8323,13.8357,0,0.1219,0,1384,-10.03
151440,12.5533,13.4977,0,0.1219,0,1384,-2.85
151540,13.5327,13.5676,0,0.1219,0,1384,9.89
151640,13.3817,13.5117,0,0.1219,0,1384,-1.54
151740,12.772,13.2887,0,0.1219,0,1384,-6.22
151840,13.0434,13.2443,0,0.1219,0,1384,2.77
151940,12.9451,13.1634,0,0.1219,0,1384,-0.99
152040,12.6237,13.0084,0,0.1219,0,1384,-3.28
152140,12.3816,12.8365,0,0.1219,0,1384,-2.47
152240,12.4049,12.7301,0,0.1219,0,1384,0.24
152340,12.2205,12.5912,0,0.1219,0,1384,-1.88
152440,12.672,12.6396,0,0.1219,0,1384,4.61
152540,13.7625,12.9885,0,0.1219,0,1384,11.02
152640,14.2572,13.3366,0,0.1219,0,1384,5.05
152740,13.4648,13.3191,0,0.1219,0,1384,-8.09
152840,13.7064,13.431,0,0.1219,0,1384,2.44
152940,13.5907,13.4637,0,0.1219,0,1384,-1.18
153040,13.9254,13.6001,0,0.1219,0,1384,3.38
153140,13.9217,13.6802,0,0.1219,0,1384,-0.04
153240,16.4551,14.8003,0,0.1219,0,1384,13.28
153340,17.3775,15.5023,0,0.1219,0,1384,10.94
153440,16.7503,15.7751,0,0.1219,0,1384,-1.35
153540,14.6025,15.3477,0,0.1219,0,1384,-19.14
153640,13.6968,14.8784,0,0.1219,0,1384,-10.51
153740,14.2305,14.7497,0,0.1219,0,1384,4.29
153840,16.2426,15.2487,0,0.1219,0,1384,19.89
153940,16.3429,15.5285,0,0.1219,0,1384,1.49
154040,14.2418,15.0755,0,0.1219,0,1384,-20.83
154140,14.5163,14.9529,0,0.1219,0,1384,2.56
154240,14.7079,14.9036,0,0.1219,0,1384,1.96
154340,14.149,14.68,0,0.1219,0,1384,-5.67
154440,14.4495,14.6412,0,0.1219,0,1384,3.01
154540,15.3737,14.8821,0,0.1219,0,1384,9.42
154640,15.5255,15.0524,0,0.1219,0,1384,1.56
154740,16.0046,15.3204,0,0.1219,0,1384,4.84
154840,16.9081,15.7738,0,0.1219,0,1384,9.22
154940,17.008,16.0886,0,0.1219,0,1384,1.02
155040,17.0609,16.335,0,0.1219,0,1384,0.53
155140,17.2834,16.586,0,0.1219,0,1384,2.27
155240,16.7242,16.5856,0,0.1219,0,1384,-5.71
155340,15.1091,16.1155,0,0.1219,0,1384,-16.48
155440,14.164,15.5686,0,0.1219,0,1384,-9.55
155540,15.4142,15.6081,0,0.1219,0,1384,12.63
155640,16.32,15.8427,0,0.1219,0,1384,9.24
155740,15.9208,15.8373,0,0.1219,0,1384,-4.03
155840,15.3677,15.6853,0,0.1219,0,1384,-5.64
155940,15.4439,15.6297,0,0.1219,0,1384,0.78
156040,16.1854,15.815,0,0.1219,0,1384,7.49
156140,15.359,15.6493,0,0.1219,0,1384,-8.43
156240,14.0544,15.1691,0,0.1219,0,1384,-13.31
156340,14.0092,14.8763,0,0.1219,0,1384,-0.46
156440,16.2256,15.3521,0,0.1219,0,1384,22.62
156540,16.2166,15.5677,0,0.1219,0,1384,-0.09
156640,15.1298,15.3903,0,0.1219,0,1384,-11.09
156740,14.4195,15.1032,0,0.1219,0,1384,-7.18
156840,14.3744,14.9182,0,0.1219,0,1384,-0.46
156940,13.4071,14.48,0,0.1219,0,1384,-9.87
157040,11.8397,13.7219,0,0.1219,0,1384,-15.83
157140,11.7505,13.2235,0,0.1219,0,1384,-0.91
157240,12.851,13.1991,0,0.1219,0,1384,11.23
157340,13.8385,13.4207,0,0.1219,0,1384,9.98
157440,13.2825,13.3514,0,0.1219,0,1384,-5.67
157540,12.3715,13.0495,0,0.1219,0,1384,-9.3
157640,12.054,12.7808,0,0.1219,0,1384,-3.24
157740,11.7999,12.5197,0,0.1219,0,1384,-2.57
157840,11.8268,12.3481,0,0.1219,0,1384,0.27
157940,11.8909,12.2378,0,0.1219,0,1384,0.65
158040,11.9684,12.1753,0,0.1219,0,1384,0.78
158140,12.2978,12.2265,0,0.1219,0,1384,3.36
158240,12.5078,12.31,0,0.1219,0,1384,2.14
158340,14.3014,12.9199,0,0.1219,0,1384,18.12
158440,13.252,12.9374,0,0.1219,0,1384,-10.71
158540,11.2764,12.3987,0,0.1219,0,1384,-20.16
158640,10.8252,11.9771,0,0.1219,0,1384,-4.56
158740,10.9792,11.7373,0,0.1219,0,1384,1.57
158840,11.2489,11.632,0,0.1219,0,1384,2.75
158940,11.7587,11.6955,0,0.1219,0,1384,5.2
159040,11.7975,11.7234,0,0.1219,0,1384,0.38
159140,12.4483,12.0362,0,0.1219,0,1384,3.96
159240,12.561,12.1744,0,0.1219,0,1384,1.7
159340,12.5579,12.2701,0,0.1219,0,1384,0.34
159440,11.52,12.0177,0,0.1219,0,1384,-8.71
159540,10.7677,11.6582,0,0.1219,0,1384,-8
159640,11.1646,11.5596,0,0.1219,0,1384,3.18
159740,11.8222,11.6664,0,0.1219,0,1384,6.6
159840,12.0774,11.7851,0,0.1219,0,1384,2.73
159940,12.0103,11.8372,0,0.1219,0,1384,-0.62
160040,11.9278,11.8547,0,0.1219,0,1384,-0.84
160140,11.4363,11.7194,0,0.1219,0,1384,-4.98
160240,11.1255,11.5515,0,0.1219,0,1384,-3.15
160340,11.2383,11.4802,0,0.1219,0,1384,1.13
160440,11.4369,11.4818,0,0.1219,0,1384,2.02
160540,11.3852,11.4544,0,0.1219,0,1384,-0.52
160640,11.4164,11.4469,0,0.1219,0,1384,0.32
160740,11.6412,11.5095,0,0.1219,0,1384,2.29
160840,11.9254,11.6312,0,0.1219,0,1384,2.87
160940,12.1791,11.7841,0,0.1219,0,1384,2.59
161040,12.2176,11.8949,0,0.1219,0,1384,0.39
161140,11.9754,11.8999,0,0.1219,0,1384,-2.47
161240,11.3319,11.7177,0,0.1219,0,1384,-6.5
161340,11.2145,11.5845,0,0.1219,0,1384,-1.2
161440,11.5895,11.6092,0,0.1219,0,1384,3.83
161540,11.5581,11.5945,0,0.1219,0,1384,-0.31
161640,11.627,11.6069,0,0.1219,0,1384,0.71
161740,11.7627,11.6543,0,0.1219,0,1384,1.38
161840,11.9514,11.7404,0,0.1219,0,1384,1.91
161940,12.0106,11.8116,0,0.1219,0,1384,0.6
162040,11.7872,11.7916,0,0.1219,0,1384,-2.28
162140,11.6658,11.7525,0,0.1219,0,1384,-1.23
162240,11.6956,11.7402,0,0.1219,0,1384,0.3
162340,11.8365,11.7731,0,0.1219,0,1384,1.44
162440,11.8232,11.7848,0,0.1219,0,1384,-0.14
162540,11.6705,11.7467,0,0.1219,0,1384,-1.54
162640,11.608,11.7081,0,0.1219,0,1384,-0.64
162740,11.6596,11.6992,0,0.1219,0,1384,0.53
162840,11.7733,11.7248,0,0.1219,0,1384,1.15
162940,11.9594,11.7951,0,0.1219,0,1384,1.9
163040,12.1515,11.8962,0,0.1219,0,1384,1.96
163140,12.135,11.9549,0,0.1219,0,1384,-0.17
163240,12.0392,11.97,0,0.1219,0,1384,-0.98
163340,12.0936,12.0043,0,0.1219,0,1384,0.55
163440,12.0826,12.0232,0,0.1219,0,1384,-0.11
163540,11.9002,11.981,0,0.1219,0,1384,-1.84
163640,11.6907,11.8953,0,0.1219,0,1384,-2.14
163740,11.5027,11.7854,0,0.1219,0,1384,-1.92
163840,11.4868,11.7098,0,0.1219,0,1384,-0.16
163940,11.5687,11.6796,0,0.1219,0,1384,0.84
164040,11.6094,11.6646,0,0.1219,0,1384,0.42
164140,11.5121,11.6204,0,0.1219,0,1384,-0.98
164240,11.4906,11.5866,0,0.1219,0,1384,-0.22
164340,11.4139,11.5386,0,0.1219,0,1384,-0.78
164440,11.3012,11.4722,0,0.1219,0,1384,-1.14
164540,11.2453,11.412,0,0.1219,0,1384,-0.57
164640,11.2764,11.3801,0,0.1219,0,1384,0.32
164740,11.3736,11.3845,0,0.1219,0,1384,0.99
164840,11.3296,11.368,0,0.1219,0,1384,-0.44
164940,11.1676,11.3078,0,0.1219,0,1384,-1.65
165040,11.2412,11.2957,0,0.1219,0,1384,0.74
165140,11.2778,11.2995,0,0.1219,0,1384,0.26
165240,11.1763,11.2624,0,0.1219,0,1384,-0.9
165340,11.1886,11.2447,0,0.1219,0,1384,-0.15
165440,11.3078,11.2679,0,0.1219,0,1384,1.07
165540,11.3699,11.2973,0,0.1219,0,1384,0.68
165640,11.443,11.3383,0,0.1219,0,1384,0.74
165740,11.6082,11.4161,0,0.1219,0,1384,1.64
165840,11.6034,11.4626,0,0.1219,0,1384,-0.02
165940,11.51,11.4686,0,0.1219,0,1384,-0.94
166040,11.5391,11.4881,0,0.1219,0,1384,0.29
166140,11.4921,11.4861,0,0.1219,0,1384,-0.48
166240,11.3629,11.4473,0,0.1219,0,1384,-1.32
166340,11.2289,11.3843,0,0.1219,0,1384,-1.35
166440,11.1453,11.3193,0,0.1219,0,1384,-0.85
166540,11.1326,11.2719,0,0.1219,0,1384,-0.13
166640,11.1551,11.2441,0,0.1219,0,1384,0.23
166740,11.1899,11.2327,0,0.1219,0,1384,0.35
166840,11.229,11.2342,0,0.1219,0,1384,0.4
166940,11.2883,11.2514,0,0.1219,0,1384,0.61
167040,11.3472,11.2791,0,0.1219,0,1384,0.6
167140,11.368,11.3026,0,0.1219,0,1384,0.21
167240,11.3113,11.3012,0,0.1219,0,1384,-0.58
167340,11.2443,11.2828,0,0.1219,0,1384,-0.68
167440,11.215,11.264,0,0.1219,0,1384,-0.3
167540,11.1848,11.2423,0,0.1219,0,1384,-0.3
167640,11.1503,11.2172,0,0.1219,0,1384,-0.35
167740,11.1485,11.1999,0,0.1219,0,1384,-0.02
167840,11.1411,11.1847,0,0.1219,0,1384,-0.08
167940,11.1547,11.1781,0,0.1219,0,1384,0.14
168040,11.1787,11.1797,0,0.1219,0,1384,0.24
168140,11.2063,11.1881,0,0.1219,0,1384,0.28
168240,11.2355,11.2018,0,0.1219,0,1384,0.3
168340,11.2482,11.2142,0,0.1219,0,1384,0.13
168440,11.2533,11.2243,0,0.1219,0,1384,0.05
168540,11.261,11.2339,0,0.1219,0,1384,0.08
168640,11.2702,11.2436,0,0.1219,0,1384,0.09
168740,11.2649,11.2486,0,0.1219,0,1384,-0.05
168840,11.2557,11.2498,0,0.1219,0,1384,-0.09
168940,11.2743,11.2571,0,0.1219,0,1384,0.19
169040,11.2623,11.2576,0,0.1219,0,1384,-0.12
169140,11.2169,11.2446,0,0.1219,0,1384,-0.46
169240,11.181,11.2265,0,0.1219,0,1384,-0.37
169340,11.1508,11.2057,0,0.1219,0,1384,-0.3
169440,11.1483,11.1912,0,0.1219,0,1384,-0.03
169540,11.1454,11.1795,0,0.1219,0,1384,-0.03
169640,11.1489,11.1721,0,0.1219,0,1384,0.03
169740,11.162,11.1704,0,0.1219,0,1384,0.13
169840,11.1934,11.1781,0,0.1219,0,1384,0.32
169940,11.2287,11.193,0,0.1219,0,1384,0.36
170040,11.2457,11.2072,0,0.1219,0,1384,0.17
170140,11.2746,11.2259,0,0.1219,0,1384,0.29
170240,11.2898,11.2428,0,0.1219,0,1384,0.15
170340,11.296,11.2565,0,0.1219,0,1384,0.06
170440,11.2894,11.2643,0,0.1219,0,1384,-0.07
170540,11.2407,11.2554,0,0.1219,0,1384,-0.5
170640,11.1383,11.2197,0,0.1219,0,1384,-1.03
170740,11.126,11.1955,0,0.1219,0,1384,-0.12
170840,11.2424,11.2145,0,0.1219,0,1384,1.19
170940,11.3139,11.2438,0,0.1219,0,1384,0.72
171040,11.2381,11.2181,0,0.1219,0,1384,-0.54
171140,11.4937,11.303,0,0.1219,0,1384,2.01
171240,11.613,11.3879,0,0.1219,0,1384,1.54
171340,11.691,11.4686,0,0.1219,0,1384,0.85
171440,11.7399,11.5395,0,0.1219,0,1384,0.53
171540,11.7604,11.596,0,0.1219,0,1384,0.22
171640,11.7421,11.6314,0,0.1219,0,1384,-0.17
171740,11.701,11.6462,0,0.1219,0,1384,-0.41
171840,11.6682,11.6497,0,0.1219,0,1384,-0.33
171940,11.6043,11.6343,0,0.1219,0,1384,-0.65
172040,11.5193,11.6003,0,0.1219,0,1384,-0.87
172140,11.4677,11.5639,0,0.1219,0,1384,-0.52
172240,11.4532,11.5353,0,0.1219,0,1384,-0.15
172340,11.4179,11.5037,0,0.1219,0,1384,-0.36
172440,11.4447,11.4907,0,0.1219,0,1384,0.27
172540,11.4861,11.4921,0,0.1219,0,1384,0.42
172640,11.5035,11.4961,0,0.1219,0,1384,0.18
172740,11.5401,11.5094,0,0.1219,0,1384,0.37
172840,11.5961,11.5345,0,0.1219,0,1384,0.56
172940,11.5699,11.5417,0,0.1219,0,1384,-0.27
173040,11.5515,11.543,0,0.1219,0,1384,-0.19
173140,11.6303,11.5698,0,0.1219,0,1384,0.8
173240,11.6501,11.5911,0,0.1219,0,1384,0.2
173340,11.6523,11.6065,0,0.1219,0,1384,0.02
173440,11.6095,11.6046,0,0.1219,0,1384,-0.43
173540,11.4978,11.5709,0,0.1219,0,1384,-1.14
173640,11.462,11.5415,0,0.1219,0,1384,-0.36
173740,11.5202,11.5398,0,0.1219,0,1384,0.59
173840,11.5532,11.5452,0,0.1219,0,1384,0.33
173940,11.6023,11.5625,0,0.1219,0,1384,0.5
174040,11.6912,11.6003,0,0.1219,0,1384,0.91
174140,11.7836,11.6519,0,0.1219,0,1384,0.93
174240,11.8183,11.6957,0,0.1219,0,1384,0.35
174340,11.7771,11.7134,0,0.1219,0,1384,-0.42
174440,11.7148,11.7099,0,0.1219,0,1384,-0.63
174540,11.6492,11.6906,0,0.1219,0,1384,-0.67
174640,11.5896,11.6616,0,0.1219,0,1384,-0.61
174740,11.8712,11.7316,0,0.1219,0,1384,2.85
174840,27.2194,16.5628,-0.176103,0.1175,-100,1334,156.61
175147,32.3167,35.2627,-0.132077,0.0331,-121,374,-309.18
175247,11.3495,27.9739,-0.176103,0.0043,0,48,-213.95
175347,6.4345,22.2819,-0.088051,-0.0144,0,-164,-50.15
175447,5.2521,17.9505,-0.088051,-0.0249,0,-283,-11.94
175547,5.6852,14.9113,0,-0.0295,0,-335,4.42
175647,5.8186,12.6464,0,-0.03,0,-341,1.36
175747,6.0648,11.0164,0,-0.03,0,-341,2.49
175847,6.3563,9.8696,0,-0.03,0,-341,2.97
175947,6.9903,9.1894,0,-0.03,0,-341,6.47
176047,7.1558,8.6913,0.088051,-0.0272,60,-309,1.69
176147,7.1391,8.3022,0.088051,-0.0196,60,-223,-0.17
176247,8.4979,8.4361,0.088051,-0.0107,60,-121,13.87
176347,13.2414,9.9339,0.088051,-0.0018,60,-20,47.44
176447,15.8119,11.564,-0.088051,0.0018,0,20,25.71
176547,15.8254,13.5469,0,0.0016,0,18,0.74
176647,12.8391,13.1833,0,0.0016,0,18,-20.52
176747,11.0115,12.5261,0,0.0016,0,18,-21.38
176847,10.5508,12.0035,0,0.0016,0,18,-6.56
176947,10.4405,11.6059,0,0.0016,0,18,-1.47
177047,10.3943,11.3001,0,0.0016,0,18,-0.51
177147,10.342,11.0573,0,0.0016,0,18,-0.53
177247,10.322,10.8722,0,0.0017,60,19,-0.21
177347,10.441,10.7719,0.088051,0.0055,60,63,1.18
177447,12.764,11.4151,0.088051,0.0125,0,142,23.53
177547,16.5781,12.9442,0,0.0142,0,161,38.83
177647,16.08,13.697,0,0.0142,0,161,-4.89
177747,13.4824,13.481,0,0.0142,0,161,-26.47
177847,12.3026,13.1127,0,0.0142,0,161,-12.06
177947,11.9049,12.7859,0,0.0142,0,161,-4.02
178048,11.7249,12.5094,0,0.0142,0,161,-1.84
178148,11.6267,12.2826,0,0.0142,0,161,-1
178248,11.5762,12.1028,0,0.0142,0,161,-0.51
178348,11.5784,11.9719,0,0.0142,0,161,0.02
178448,11.6114,11.8838,0,0.0142,0,161,0.34
178548,11.6528,11.8286,0,0.0142,0,161,0.42
178648,11.6762,11.792,0,0.0142,0,161,0.24
178748,11.5188,11.7139,0,0.0142,0,161,-1.61
178848,9.9353,11.1703,0,0.0142,0,161,-16.16
178948,5.4919,9.473,0.088051,0.0154,60,175,-44.43
179048,2.8965,7.6666,0.176103,0.0242,60,275,-26.48
179148,2.7025,6.4135,0.088051,0.0365,60,415,-1.98
179248,4.2613,5.9729,0.088051,0.0476,62,542,15.74
179348,10.768,7.5783,0.088051,0.0584,60,663,66.4
179448,16.1706,10.0641,0.088051,0.0681,60,773,55.13
179548,17.7197,12.0748,0,0.075,0,852,15.81
179648,18.2368,13.6476,0,0.0754,0,856,5.22
179748,16.8986,14.3767,0,0.0754,0,856,-13.65
179848,13.841,14.0517,0,0.0754,0,856,-31.2
179948,12.3571,13.5353,0,0.0754,0,856,-14.99
180048,11.9667,13.1188,0,0.0754,0,856,-3.98
180148,11.8795,12.8035,0,0.0754,0,856,-0.89
180248,11.8274,12.5562,0,0.0754,0,856,-0.53
180348,11.7752,12.3577,0,0.0754,0,856,-0.53
180448,11.6917,12.186,0,0.0754,0,856,-0.85
180548,11.5877,12.0299,0,0.0754,0,856,-1.05
180648,11.4739,11.8838,0,0.0754,0,856,-1.16
180748,11.4274,11.7668,0,0.0754,0,856,-0.47
180848,11.4256,11.6814,0,0.0754,0,856,-0.02
180948,11.4338,11.62,0,0.0754,0,856,0.08
181048,11.4531,11.5795,0,0.0754,0,856,0.2
181148,11.4734,11.5542,0,0.0754,0,856,0.21
181248,11.4824,11.5368,0,0.0754,0,856,0.09
181348,11.4785,11.522,0,0.0754,0,856,-0.04
181448,11.4679,11.5078,0,0.0754,0,856,-0.11
181548,11.4595,11.4952,0,0.0754,0,856,-0.08
181648,11.4536,11.4845,0,0.0754,0,856,-0.06
181748,11.4412,11.4729,0,0.0754,0,856,-0.13
181848,11.4331,11.4624,0,0.0754,0,856,-0.08
181948,11.4305,11.4543,0,0.0754,0,856,-0.03
182048,11.4348,11.4497,0,0.0754,0,856,0.04
182148,11.4514,11.4511,0,0.0754,0,856,0.17
182248,11.4696,11.4569,0,0.0754,0,856,0.18
182348,11.4628,11.4602,0,0.0754,0,856,-0.02
182448,11.4453,11.4554,0,0.0754,0,856,-0.11
182548,11.4523,11.455,0,0.0754,0,856,-0.01
182648,11.2723,11.3981,0,0.0754,0,856,-1.5
182748,8.998,10.6559,0,0.0754,60,856,-20.15
182848,5.5962,9.1784,0,0.0809,60,920,-33.83
182948,3.9556,7.7701,0.088051,0.0917,60,1041,-17.5
183048,6.1193,7.4927,0.088051,0.1001,60,1137,20.85
183261,20.5307,13.1291,0,0.1114,-140,1265,44.14
183361,15.0857,13.2779,0,0.1021,0,1159,-55.54
183461,7.0166,11.2083,0,0.0962,0,1093,-81.5
183561,2.077,8.6167,0,0.0955,0,1085,-50.41
183661,0.584,6.5152,0,0.0955,0,1085,-15.24
183761,0.2219,4.9193,0,0.0955,0,1085,-3.66
183861,0.1336,3.7173,0,0.0955,0,1085,-0.9
183961,0.1142,2.8153,0,0.0955,0,1085,-0.2
184061,0.7415,2.3361,0,0.0955,0,1085,6.4
184161,6.1294,3.6211,0.088051,0.0961,69,1091,54.42
184261,9.7461,5.3784,0.088051,0.1025,63,1164,36.91
184361,12.0064,7.1767,0.088051,0.1112,60,1264,22.83
184461,15.8474,9.5844,0,0.1197,60,1359,38.8
184561,17.2489,11.5881,0,0.1257,0,1428,14.3
184662,18.8921,13.5168,0,0.1256,0,1426,16.77
184762,19.0056,14.8961,0,0.1256,0,1426,1.15
184862,16.6689,15.1933,0,0.1256,0,1426,-23.84
184962,15.7598,15.2781,0,0.1256,0,1426,-9.28
185062,15.4199,15.2923,0,0.1256,0,1426,-3.43
185162,15.1159,15.2292,0,0.1256,0,1426,-3.1
185262,14.8915,15.1308,0,0.1256,0,1426,-2.29
185362,14.7408,15.0238,0,0.1256,0,1426,-1.54
185462,14.6312,14.9188,0,0.1256,0,1426,-1.11
185562,14.673,14.86,0,0.1256,0,1426,0.43
185662,14.7727,14.8444,0,0.1256,0,1426,1.02
185762,14.7919,14.8325,0,0.1256,0,1426,0.19
185862,14.8257,14.8329,0,0.1256,0,1426,0.35
185962,14.8758,14.8467,0,0.1256,0,1426,0.51
186062,14.996,14.8916,0,0.1256,0,1426,1.21
186162,15.0735,14.9419,0,0.1256,0,1426,0.79
186262,15.1226,14.9901,0,0.1256,0,1426,0.5
186362,15.098,15.0156,0,0.1256,0,1426,-0.25
186462,15.0613,15.0247,0,0.1256,0,1426,-0.37
186562,15.0844,15.0411,0,0.1256,0,1426,0.24
186662,15.0887,15.0532,0,0.1256,0,1426,0.04
186762,15.0975,15.0649,0,0.1256,0,1426,0.09
186862,15.1167,15.079,0,0.1256,0,1426,0.2
186962,15.1041,15.0845,0,0.1256,0,1426,-0.13
187062,14.8981,15.0251,0,0.1256,0,1426,-2.08
187162,13.5578,14.5745,0,0.1256,0,1426,-13.68
187262,12.1171,13.8701,0,0.1256,0,1426,-14.55
187362,11.6673,13.2913,0,0.1256,0,1426,-4.45
187462,11.5845,12.5381,0,0.1256,0,1426,-0.7
187563,11.8484,12.3822,0,0.1256,0,1426,1.62
187663,11.9459,12.2792,0,0.1256,0,1426,1.39
187763,11.6977,12.1183,0,0.1256,0,1426,-2.06
187863,11.8105,12.0484,0,0.1256,0,1426,0.78
187963,11.8299,11.995,0,0.1256,0,1426,0.25
188063,11.6596,11.9005,0,0.1256,0,1426,-1.68
188163,11.5246,11.7981,0,0.1256,0,1426,-1.39
188263,11.2332,11.6386,0,0.1256,0,1426,-2.92
188363,11.3804,11.5833,0,0.1256,0,1426,1.47
188463,11.4902,11.5669,0,0.1256,0,1426,1.12
188563,11.4165,11.5247,0,0.1256,0,1426,-0.74
188663,11.4008,11.4927,0,0.1256,0,1426,-0.16
188763,11.4878,11.4969,0,0.1256,0,1426,0.89
188863,11.568,11.5197,0,0.1256,0,1426,0.82
188963,11.5789,11.5352,0,0.1256,0,1426,0.11
189063,11.5529,11.538,0,0.1256,0,1426,-0.26
189163,11.6082,11.559,0,0.1256,0,1426,0.56
189263,11.5997,11.5686,0,0.1256,0,1426,-0.09
189363,11.5464,11.5597,0,0.1256,0,1426,-0.54
189463,10.43,11.2075,0,0.1256,0,1426,-11.39
189563,5.7673,9.5561,0.088051,0.126,60,1431,-47.1
189663,6.1295,8.7221,0,0.129,60,1465,3.69
189763,7.6561,8.551,0.088051,0.1336,60,1517,15.58
189863,7.6847,8.3362,0.088051,0.1391,60,1580,0.29
189963,3.8768,6.9834,0,0.1446,60,1642,-38.46
190063,1.5371,5.4756,0.088051,0.1499,63,1702,-23.88
190163,5.6094,5.7636,0.088051,0.1551,62,1762,41.55
190263,12.6478,7.9245,0.088051,0.1608,60,1826,71.09
190363,15.0676,9.8615,0.088051,0.1656,60,1881,24.69
190464,15.4011,11.2672,0,0.1688,0,1917,3.4
190564,17.3853,12.9208,0,0.1687,0,1916,19.84
190664,17.4949,14.0711,0,0.1687,0,1916,1.12
190764,12.3954,13.3335,0,0.1687,0,1916,-52.03
190864,10.7403,12.5818,0,0.1687,0,1916,-16.72
190964,11.026,12.2107,0,0.1687,0,1916,2.91
191064,11.006,11.9082,0,0.1687,0,1916,-0.2
191164,10.9918,11.6782,0,0.1687,0,1916,-0.14
191264,10.9827,11.5038,0,0.1687,0,1916,-0.09
191364,10.9669,11.3686,0,0.1687,0,1916,-0.16
191464,9.1518,10.7009,0,0.1691,60,1921,-18.52
191564,-0.8129,7.1997,0.088051,0.1728,60,1962,-100.65
191664,-2.0085,4.8229,0.088051,0.1765,65,2004,-12.2
191764,1.6345,4.2535,0.088051,0.1806,67,2051,37.17
191864,3.5083,4.1843,0.088051,0.1862,67,2115,18.93
191964,2.8372,3.8056,0,0.1917,68,2178,-6.85
192064,2.1219,3.34,0.088051,0.1966,70,2233,-7.3
192164,7.4475,4.6997,0.088051,0.2027,66,2302,54.34
192264,13.4702,7.2687,0,0.2068,60,2349,60.83
192364,14.5361,9.1522,0,0.2087,60,2370,10.88
192464,16.0443,10.9695,0,0.2084,0,2367,15.39
192564,17.4127,12.6658,0,0.2084,0,2367,13.55
192664,17.5017,13.8803,0,0.2084,0,2367,0.93
192764,15.8573,14.2718,0,0.2084,0,2367,-16.78
192864,14.7582,14.3247,0,0.2084,0,2367,-11.1
192964,13.0416,13.8966,0,0.2084,0,2367,-17.52
193064,11.5832,13.2272,0,0.2084,0,2367,-14.73
193164,13.1042,13.2915,0,0.2084,0,2367,15.06
193264,13.4052,13.422,0,0.2084,0,2367,2.11
193364,12.9945,13.2894,0,0.2084,0,2367,-4.14
193464,12.877,13.179,0,0.2084,0,2367,-2.12
193564,14.3251,13.556,0,0.2084,0,2367,11.94
193664,15.8941,14.2386,0,0.2084,0,2367,15.85
193764,16.735,14.9152,0,0.2084,0,2367,9.06
193864,16.9214,15.4284,0,0.2084,0,2367,2.18
193964,17.4769,15.9753,0,0.2084,0,2367,5.55
194064,17.6167,16.3944,0,0.2084,0,2367,1.49
194164,18.8745,17.093,0,0.2084,0,2367,12.72
194264,24.088,19.1676,-0.088051,0.2081,-88,2363,52.9
194364,28.7112,21.8425,-0.088051,0.1968,-106,2234,47.2
