time,T_fast_g,T_slow_g,v_line_mps,leash_m,pwm_state,enc_count,dTdt_gps
1758187201.288,0.0000,0.0000,0.000000,0.0000,60,0,0.00
1758187201.308,0.0000,0.0000,0.000000,0.0002,70,2,0.00
1758187201.328,0.0000,0.0000,0.088051,0.0010,70,11,0.00
1758187201.348,0.0000,0.0000,0.000000,0.0019,70,23,0.00
1758187201.368,0.0000,0.0000,0.088051,0.0033,70,38,0.00
1758187201.388,-0.0040,-0.0013,0.000000,0.0048,70,56,0.00
1758187201.408,-0.0040,-0.0013,0.088051,0.0064,70,73,0.00
1758187201.428,-0.0040,-0.0013,0.088051,0.0081,70,92,0.00
1758187201.448,-0.0040,-0.0013,0.088051,0.0097,70,110,0.00
1758187201.468,-0.0040,-0.0013,0.088051,0.0113,70,129,0.00
1758187201.488,-0.0044,-0.0021,0.088051,0.0129,70,146,-0.00
1758187201.508,-0.0044,-0.0021,0.088051,0.0144,70,164,-0.00
1758187201.528,-0.0044,-0.0021,0.088051,0.0158,70,181,-0.00
1758187201.548,-0.0044,-0.0021,0.088051,0.0173,70,197,-0.00
1758187201.568,-0.0044,-0.0021,0.088051,0.0188,70,213,-0.00
1758187201.588,-0.0149,-0.0059,0.088051,0.0202,70,229,-0.09
1758187201.608,-0.0149,-0.0059,0.088051,0.0216,70,245,-0.11
1758187201.628,-0.0149,-0.0059,0.088051,0.0231,70,262,-0.11
1758187201.648,-0.0149,-0.0059,0.088051,0.0244,70,277,-0.11
1758187201.668,-0.0149,-0.0059,0.088051,0.0256,70,291,-0.11
1758187201.689,0.0736,0.0195,0.044026,0.0269,70,306,0.83
1758187201.709,0.0736,0.0195,0.088051,0.0282,70,320,0.90
1758187201.729,0.0736,0.0195,0.088051,0.0294,70,334,0.90
1758187201.749,0.0736,0.0195,0.088051,0.0306,70,347,0.90
1758187201.769,0.0736,0.0195,0.088051,0.0317,70,360,0.90
1758187201.789,5.4941,1.7269,0.088051,0.0327,70,371,52.48
1758187201.809,5.4941,1.7269,0.088051,0.0337,70,383,54.74
1758187201.829,5.4941,1.7269,0.088051,0.0347,70,394,54.75
1758187201.849,5.4941,1.7269,0.088051,0.0357,70,405,54.75
1758187201.869,5.4941,1.7269,0.088051,0.0366,70,416,54.75
1758187202.003,10.1765,6.4777,0.000000,0.0378,60,429,-49.51
1758187202.023,10.1765,6.4777,0.000000,0.0380,60,431,-49.55
1758187202.043,10.1765,6.4777,0.000000,0.0383,60,435,-49.55
1758187202.063,10.1765,6.4777,0.000000,0.0387,60,440,-49.55
1758187202.083,10.6012,7.5352,0.000000,0.0394,60,447,0.21
1758187202.103,10.6012,7.5352,0.000000,0.0402,60,457,4.22
1758187202.123,10.6012,7.5352,0.088051,0.0411,60,467,4.25
1758187202.143,10.6012,7.5352,0.088051,0.0421,60,478,4.25
1758187202.163,10.6012,7.5352,0.000000,0.0431,60,490,4.25
1758187202.183,14.9574,9.6630,0.000000,0.0441,60,502,42.75
1758187202.203,14.9574,9.6630,0.000000,0.0451,60,512,44.32
1758187202.223,14.9574,9.6630,0.000000,0.0461,60,523,44.45
1758187202.244,14.9574,9.6630,0.044026,0.0470,60,534,44.45
1758187202.264,14.9574,9.6630,0.000000,0.0480,60,545,44.45
1758187202.284,13.2981,10.4680,0.088051,0.0491,60,558,-15.84
1758187202.304,13.2981,10.4680,0.000000,0.0502,60,570,-16.92
1758187202.324,13.2981,10.4680,0.088051,0.0513,60,583,-16.93
1758187202.344,13.2981,10.4680,0.088051,0.0524,60,595,-16.93
1758187202.364,13.2981,10.4680,0.088051,0.0534,60,606,-16.93
1758187202.384,11.0133,10.4616,0.088051,0.0543,60,617,-23.23
1758187202.404,11.0133,10.4616,0.088051,0.0553,60,628,-23.31
1758187202.424,11.0133,10.4616,0.000000,0.0562,60,639,-23.31
1758187202.444,11.0133,10.4616,0.088051,0.0574,60,652,-23.31
1758187202.464,11.0133,10.4616,0.088051,0.0589,60,670,-23.31
1758187202.484,9.9361,10.2629,0.088051,0.0605,60,687,-10.90
1758187202.504,9.9361,10.2629,0.000000,0.0618,60,703,-10.77
1758187202.524,9.9361,10.2629,0.088051,0.0631,60,717,-10.77
1758187202.544,9.9361,10.2629,0.088051,0.0638,60,725,-10.77
1758187202.564,9.9361,10.2629,0.088051,0.0644,60,731,-10.77
1758187202.585,9.6860,10.1030,0.000000,0.0646,60,734,-2.60
1758187202.605,9.6860,10.1030,0.000000,0.0646,60,734,-2.46
1758187202.625,9.6860,10.1030,0.000000,0.0646,60,734,-2.45
1758187202.645,9.6860,10.1030,0.000000,0.0646,60,734,-2.45
1758187202.665,15.0344,11.6701,0.000000,0.0646,0,734,23.78
1758187202.685,15.0344,11.6701,0.000000,0.0645,0,732,57.17
1758187202.705,15.0344,11.6701,0.000000,0.0645,0,732,57.51
1758187202.725,15.0344,11.6701,0.000000,0.0645,0,732,57.51
1758187202.745,15.0344,11.6701,0.000000,0.0645,0,732,57.51
1758187202.765,26.4480,16.0780,0.000000,0.0645,-140,732,90.91
1758187202.785,26.4480,16.0780,-0.088051,0.0637,-89,723,115.11
1758187202.805,26.4480,16.0780,-0.088051,0.0621,-89,705,115.29
1758187202.825,26.4480,16.0780,0.000000,0.0615,-89,698,115.29
1758187202.845,26.4480,16.0780,-0.176103,0.0609,-89,692,115.29
1758187202.865,28.0816,19.1810,-0.176103,0.0578,-96,656,40.07
1758187202.885,28.0816,19.1810,-0.176103,0.0543,-96,616,16.98
1758187202.905,28.0816,19.1810,-0.176103,0.0509,-96,577,16.67
1758187202.925,28.0816,19.1810,-0.176103,0.0469,-96,532,16.67
1758187202.945,28.0816,19.1810,0.000000,0.0441,-96,501,16.67
1758187202.965,21.7972,19.4422,-0.176103,0.0424,0,480,-53.34
1758187202.985,21.7972,19.4422,-0.176103,0.0381,0,432,-63.98
1758187203.005,21.7972,19.4422,-0.176103,0.0342,0,387,-64.12
1758187203.025,21.7972,19.4422,-0.176103,0.0307,0,348,-64.13
1758187203.045,21.7972,19.4422,0.000000,0.0290,-140,329,-64.13
1758187203.065,13.8658,17.5524,-0.176103,0.0273,0,309,-78.51
1758187203.085,13.8658,17.5524,-0.176103,0.0248,0,281,-80.09
1758187203.105,13.8658,17.5524,-0.088051,0.0219,0,248,-80.11
1758187203.125,13.8658,17.5524,-0.088051,0.0193,0,218,-80.11
1758187203.145,13.8658,17.5524,-0.088051,0.0171,0,194,-80.11
1758187203.165,9.1328,15.1517,-0.088051,0.0151,0,171,-50.09
1758187203.185,9.1328,15.1517,-0.088051,0.0135,0,153,-48.32
1758187203.205,9.1328,15.1517,0.000000,0.0122,0,138,-48.30
1758187203.225,9.1328,15.1517,0.000000,0.0111,0,125,-48.30
1758187203.245,9.1328,15.1517,0.000000,0.0102,0,116,-48.30
1758187203.265,7.5223,13.1437,0.000000,0.0095,0,108,-17.44
1758187203.285,7.5223,13.1437,0.000000,0.0092,0,104,-16.44
1758187203.305,7.5223,13.1437,0.000000,0.0090,0,102,-16.43
1758187203.325,7.5223,13.1437,0.000000,0.0088,0,100,-16.43
1758187203.345,7.5223,13.1437,0.000000,0.0088,0,100,-16.43
1758187203.365,5.6132,11.1417,0.000000,0.0088,0,100,-19.22
1758187203.385,5.6132,11.1417,0.000000,0.0088,0,100,-19.28
1758187203.405,5.6132,11.1417,0.000000,0.0088,0,100,-19.28
1758187203.425,5.6132,11.1417,0.000000,0.0088,0,100,-19.28
1758187203.445,5.6132,11.1417,0.000000,0.0088,0,100,-19.28
1758187203.465,6.3902,10.0024,0.000000,0.0088,0,100,7.57
1758187203.485,6.3902,10.0024,0.000000,0.0088,0,100,7.93
1758187203.505,6.3902,10.0024,0.000000,0.0088,0,100,7.93
1758187203.525,6.3902,10.0024,0.000000,0.0088,0,100,7.93
1758187203.545,6.3902,10.0024,0.000000,0.0088,0,100,7.93
1758187203.565,9.2679,9.9986,0.000000,0.0088,0,100,28.91
1758187203.585,9.2679,9.9986,0.000000,0.0088,0,100,29.07
1758187203.605,9.2679,9.9986,0.000000,0.0088,0,100,29.07
1758187203.625,9.2679,9.9986,0.000000,0.0088,0,100,29.07
1758187203.645,9.2679,9.9986,0.000000,0.0088,0,100,29.07
1758187203.665,10.9965,10.3562,0.000000,0.0088,0,100,17.40
1758187203.685,10.9965,10.3562,0.000000,0.0088,0,100,17.29
1758187203.705,10.9965,10.3562,0.000000,0.0088,0,100,17.29
1758187203.725,10.9965,10.3562,0.000000,0.0088,0,100,17.29
1758187203.745,10.9965,10.3562,0.000000,0.0088,0,100,17.29
1758187203.765,18.1846,12.7625,0.000000,0.0088,0,100,69.52
1758187203.785,18.1846,12.7625,0.000000,0.0088,0,100,70.46
1758187203.805,18.1846,12.7625,0.000000,0.0088,0,100,70.47
1758187203.825,18.1846,12.7625,0.000000,0.0088,0,100,70.47
1758187203.845,26.3183,16.6598,0.000000,0.0088,-140,100,78.32
1758187203.865,26.3183,16.6598,-0.044026,0.0082,-89,93,88.31
1758187203.885,26.3183,16.6598,-0.088051,0.0067,-89,76,88.41
1758187203.905,26.3183,16.6598,-0.088051,0.0046,-89,52,88.41
1758187203.925,26.3183,16.6598,-0.088051,0.0021,-89,23,88.41
1758187203.945,24.2407,18.4252,-0.176103,-0.0011,-80,-12,13.48
1758187203.965,24.2407,18.4252,-0.176103,-0.0042,-80,-48,-20.74
1758187203.985,24.2407,18.4252,-0.176103,-0.0077,-80,-89,-21.20
1758187204.005,24.2407,18.4252,-0.176103,-0.0113,-80,-129,-21.20
1758187204.025,24.2407,18.4252,-0.176103,-0.0151,-80,-173,-21.20
1758187204.045,15.7854,17.2368,-0.264154,-0.0188,0,-214,-70.17
1758187204.065,15.7854,17.2368,-0.176103,-0.0225,0,-256,-85.25
1758187204.085,15.7854,17.2368,-0.176103,-0.0257,0,-292,-85.41
1758187204.105,15.7854,17.2368,-0.176103,-0.0286,0,-325,-85.41
1758187204.125,15.7854,17.2368,-0.088051,-0.0311,0,-353,-85.41
1758187204.145,11.8553,15.6458,-0.088051,-0.0333,0,-379,-46.15
1758187204.165,11.8553,15.6458,-0.088051,-0.0351,0,-400,-40.18
1758187204.185,11.8553,15.6458,-0.088051,-0.0368,0,-418,-40.10
1758187204.205,11.8553,15.6458,-0.088051,-0.0382,0,-434,-40.10
1758187204.225,11.8553,15.6458,-0.088051,-0.0393,0,-446,-40.10
1758187204.245,6.6585,13.0741,-0.088051,-0.0402,0,-456,-52.06
1758187204.265,6.6585,13.0741,-0.088051,-0.0408,0,-463,-53.00
1758187204.285,6.6585,13.0741,-0.088051,-0.0412,0,-468,-53.03
1758187204.305,6.6585,13.0741,0.000000,-0.0413,0,-469,-53.03
1758187204.325,6.6585,13.0741,0.000000,-0.0414,0,-470,-53.03
1758187204.345,3.2146,10.3940,0.000000,-0.0414,0,-470,-35.81
1758187204.365,3.2146,10.3940,0.000000,-0.0414,0,-470,-34.79
1758187204.385,3.2146,10.3940,0.000000,-0.0414,0,-470,-34.79
1758187204.405,3.2146,10.3940,0.000000,-0.0416,0,-472,-34.79
1758187204.425,3.2146,10.3940,0.000000,-0.0416,0,-473,-34.79
1758187204.445,2.0366,8.2310,0.000000,-0.0416,0,-472,-12.74
1758187204.465,2.0366,8.2310,0.000000,-0.0416,0,-472,-12.03
1758187204.485,2.0366,8.2310,0.000000,-0.0416,0,-472,-12.02
1758187204.505,2.0366,8.2310,0.000000,-0.0416,0,-472,-12.02
1758187204.525,2.0366,8.2310,0.000000,-0.0416,0,-472,-12.02
1758187204.545,4.0136,7.3002,0.000000,-0.0416,0,-472,19.60
1758187204.565,4.0136,7.3002,0.000000,-0.0416,0,-472,20.17
1758187204.585,4.0136,7.3002,0.000000,-0.0416,0,-472,20.17
1758187204.605,4.0136,7.3002,0.000000,-0.0416,0,-472,20.17
1758187204.625,4.0136,7.3002,0.000000,-0.0416,0,-472,20.17
1758187204.645,6.4758,7.2480,0.000000,-0.0416,0,-472,25.06
1758187204.665,6.4758,7.2480,0.000000,-0.0416,0,-472,25.12
1758187204.685,6.4758,7.2480,0.000000,-0.0416,0,-472,25.12
1758187204.705,6.4758,7.2480,0.000000,-0.0416,0,-472,25.12
1758187204.725,6.4758,7.2480,0.000000,-0.0416,0,-472,25.12
1758187204.745,6.2073,6.9711,0.000000,-0.0416,0,-472,-2.48
1758187204.765,6.2073,6.9711,0.000000,-0.0416,0,-472,-2.68
1758187204.785,6.2073,6.9711,0.000000,-0.0416,0,-472,-2.69
1758187204.805,6.2073,6.9711,0.000000,-0.0416,0,-472,-2.69
1758187204.825,6.2073,6.9711,0.000000,-0.0416,0,-472,-2.69
1758187204.845,6.1259,6.7547,0.000000,-0.0416,60,-472,-0.83
1758187204.865,6.1259,6.7547,0.088051,-0.0412,60,-468,-0.81
1758187204.885,6.1259,6.7547,0.088051,-0.0404,60,-459,-0.81
1758187204.905,6.1259,6.7547,0.088051,-0.0394,60,-447,-0.81
1758187204.925,6.0855,6.5849,0.088051,-0.0380,60,-431,-0.72
1758187204.945,6.0855,6.5849,0.088051,-0.0366,60,-416,-0.43
1758187204.965,6.0855,6.5849,0.088051,-0.0351,60,-398,-0.43
1758187204.985,6.0855,6.5849,0.088051,-0.0335,60,-380,-0.43
1758187205.005,6.0855,6.5849,0.088051,-0.0318,60,-360,-0.43
1758187205.025,7.3761,6.8633,0.088051,-0.0301,60,-342,5.46
1758187205.045,7.3761,6.8633,0.088051,-0.0284,60,-323,12.96
1758187205.065,7.3761,6.8633,0.088051,-0.0269,60,-305,13.04
1758187205.085,7.3761,6.8633,0.176103,-0.0251,60,-285,13.04
1758187205.105,7.3761,6.8633,0.088051,-0.0235,60,-267,13.04
1758187205.125,11.5273,8.2888,0.088051,-0.0218,60,-248,29.74
1758187205.145,11.5273,8.2888,0.044026,-0.0203,60,-230,41.77
1758187205.165,11.5273,8.2888,0.000000,-0.0187,60,-211,41.93
1758187205.185,11.5273,8.2888,0.088051,-0.0170,60,-192,41.93
1758187205.205,11.5273,8.2888,0.088051,-0.0154,60,-175,41.93
1758187205.225,15.0702,10.2056,0.088051,-0.0138,60,-156,37.52
1758187205.245,15.0702,10.2056,0.088051,-0.0123,60,-140,36.17
1758187205.265,15.0702,10.2056,0.088051,-0.0107,60,-122,36.15
1758187205.285,15.0702,10.2056,0.088051,-0.0092,60,-104,36.15
1758187205.305,15.0702,10.2056,0.088051,-0.0076,60,-86,36.15
1758187205.325,16.5629,11.8882,0.000000,-0.0062,0,-70,18.02
1758187205.345,16.5629,11.8882,0.000000,-0.0051,0,-58,15.25
1758187205.365,16.5629,11.8882,0.088051,-0.0046,0,-52,15.23
1758187205.385,16.5629,11.8882,0.000000,-0.0046,0,-52,15.23
1758187205.405,16.5629,11.8882,0.000000,-0.0047,0,-53,15.23
1758187205.425,17.3168,13.2925,0.000000,-0.0046,0,-52,8.31
1758187205.445,17.3168,13.2925,0.000000,-0.0046,0,-52,7.55
1758187205.465,17.3168,13.2925,0.000000,-0.0046,0,-52,7.54
1758187205.485,17.3168,13.2925,0.000000,-0.0046,0,-52,7.54
1758187205.505,17.3168,13.2925,0.000000,-0.0046,0,-52,7.54
1758187205.525,15.6203,13.7684,0.000000,-0.0046,0,-52,-16.08
1758187205.545,15.6203,13.7684,0.000000,-0.0046,0,-52,-17.48
1758187205.565,15.6203,13.7684,0.000000,-0.0046,0,-52,-17.49
1758187205.585,15.6203,13.7684,0.000000,-0.0046,0,-52,-17.49
1758187205.605,15.6203,13.7684,0.000000,-0.0046,0,-52,-17.49
1758187205.625,12.0496,13.1155,0.000000,-0.0046,0,-52,-35.28
1758187205.645,12.0496,13.1155,0.000000,-0.0046,0,-52,-36.06
1758187205.665,12.0496,13.1155,0.000000,-0.0046,0,-52,-36.07
1758187205.685,12.0496,13.1155,0.000000,-0.0046,0,-52,-36.07
1758187205.705,12.0496,13.1155,0.000000,-0.0046,0,-52,-36.07
1758187205.725,10.2882,12.2986,0.000000,-0.0046,0,-52,-18.40
1758187205.745,10.2882,12.2986,0.000000,-0.0046,0,-52,-17.98
1758187205.765,10.2882,12.2986,0.000000,-0.0046,0,-52,-17.97
1758187205.785,10.2882,12.2986,0.000000,-0.0046,0,-52,-17.97
1758187205.805,10.2882,12.2986,0.000000,-0.0046,0,-52,-17.97
1758187205.825,9.2465,11.4705,0.000000,-0.0046,0,-52,-10.62
1758187205.845,9.2465,11.4705,0.000000,-0.0046,0,-52,-10.52
1758187205.865,9.2465,11.4705,0.000000,-0.0046,0,-52,-10.52
1758187205.885,9.2465,11.4705,0.000000,-0.0046,0,-52,-10.52
1758187205.905,9.2465,11.4705,0.000000,-0.0046,0,-52,-10.52
1758187205.925,8.7345,10.7545,0.000000,-0.0046,60,-52,-5.20
1758187205.945,8.7345,10.7545,0.000000,-0.0042,60,-48,-5.07
1758187205.965,8.7345,10.7545,0.000000,-0.0037,60,-42,-5.07
1758187205.985,8.7345,10.7545,0.000000,-0.0031,60,-35,-5.07
1758187206.005,8.7345,10.7545,0.088051,-0.0026,60,-29,-5.07
1758187206.025,9.0556,10.3498,0.088051,-0.0019,60,-22,3.25
1758187206.045,9.0556,10.3498,0.000000,-0.0014,60,-16,3.31
1758187206.065,9.0556,10.3498,0.088051,-0.0007,60,-8,3.31
1758187206.085,9.0556,10.3498,0.000000,-0.0002,60,-2,3.31
1758187206.105,9.0556,10.3498,0.000000,0.0004,60,4,3.31
1758187206.125,14.1927,11.6316,0.000000,0.0009,0,10,51.01
1758187206.145,14.1927,11.6316,0.000000,0.0008,0,9,51.37
1758187206.165,14.1927,11.6316,0.000000,0.0007,0,8,51.37
1758187206.185,14.1927,11.6316,0.000000,0.0008,0,9,51.37
1758187206.205,23.2196,15.0928,0.000000,0.0008,-140,9,70.91
1758187206.225,23.2196,15.0928,0.000000,0.0002,-76,1,95.58
1758187206.245,23.2196,15.0928,-0.088051,-0.0010,-76,-11,96.03
1758187206.265,23.2196,15.0928,-0.088051,-0.0022,-76,-26,96.03
1758187206.285,23.2196,15.0928,0.000000,-0.0041,-76,-47,96.03
1758187206.305,21.1869,16.4893,-0.176103,-0.0051,0,-58,28.64
1758187206.325,21.1869,16.4893,-0.088051,-0.0077,0,-87,-20.04
1758187206.345,21.1869,16.4893,-0.088051,-0.0098,0,-111,-20.53
1758187206.365,21.1869,16.4893,-0.088051,-0.0116,0,-133,-20.53
1758187206.385,21.1869,16.4893,-0.088051,-0.0132,0,-150,-20.53
1758187206.405,11.8332,14.7406,-0.088051,-0.0145,0,-165,-77.67
1758187206.425,11.8332,14.7406,0.000000,-0.0155,0,-177,-95.02
1758187206.445,11.8332,14.7406,-0.088051,-0.0164,0,-186,-95.44
1758187206.465,11.8332,14.7406,-0.088051,-0.0170,0,-193,-95.45
1758187206.485,11.8332,14.7406,0.000000,-0.0173,0,-197,-95.45
1758187206.505,5.5176,12.0402,0.000000,-0.0176,0,-200,-68.58
1758187206.525,5.5176,12.0402,0.000000,-0.0174,0,-198,-64.49
1758187206.545,5.5176,12.0402,0.000000,-0.0174,0,-198,-64.44
1758187206.565,5.5176,12.0402,0.000000,-0.0174,0,-198,-64.44
1758187206.585,5.5176,12.0402,0.000000,-0.0174,0,-198,-64.44
1758187206.605,3.9822,9.9297,0.000000,-0.0174,0,-198,-20.41
1758187206.625,3.9822,9.9297,0.000000,-0.0174,0,-198,-15.58
1758187206.645,3.9822,9.9297,0.000000,-0.0174,0,-198,-15.51
1758187206.665,3.9822,9.9297,0.000000,-0.0174,0,-198,-15.51
1758187206.685,3.9822,9.9297,0.000000,-0.0174,0,-198,-15.51
1758187206.705,5.3065,8.8567,0.000000,-0.0174,0,-198,11.88
1758187206.725,5.3065,8.8567,0.000000,-0.0174,0,-198,13.50
1758187206.745,5.3065,8.8567,0.000000,-0.0174,0,-198,13.51
1758187206.765,5.3065,8.8567,0.000000,-0.0174,0,-198,13.51
1758187206.785,5.3065,8.8567,0.000000,-0.0174,0,-198,13.51
1758187206.805,7.0961,8.5284,0.000000,-0.0174,0,-198,18.11
1758187206.825,7.0961,8.5284,0.000000,-0.0174,0,-198,18.26
1758187206.845,7.0961,8.5284,0.000000,-0.0174,0,-198,18.26
1758187206.865,7.0961,8.5284,0.000000,-0.0174,0,-198,18.26
1758187206.885,7.0961,8.5284,0.000000,-0.0174,0,-198,18.26
1758187206.905,8.3838,8.5727,0.000000,-0.0174,0,-198,13.26
1758187206.925,8.3838,8.5727,0.000000,-0.0174,0,-198,13.14
1758187206.945,8.3838,8.5727,0.000000,-0.0174,0,-198,13.14
1758187206.965,8.3838,8.5727,0.000000,-0.0174,0,-198,13.14
1758187206.985,8.3838,8.5727,0.000000,-0.0174,0,-198,13.14
1758187207.005,10.0276,9.0392,0.000000,-0.0174,0,-198,15.66
1758187207.025,10.0276,9.0392,0.000000,-0.0174,0,-198,15.80
1758187207.045,10.0276,9.0392,0.000000,-0.0174,0,-198,15.81
1758187207.065,10.0276,9.0392,0.000000,-0.0174,0,-198,15.81
1758187207.085,10.0276,9.0392,0.000000,-0.0174,0,-198,15.81
1758187207.105,12.5179,10.0645,0.000000,-0.0174,60,-198,25.76
1758187207.125,12.5179,10.0645,0.000000,-0.0172,60,-195,25.94
1758187207.145,12.5179,10.0645,0.088051,-0.0164,60,-186,25.94
1758187207.165,12.5179,10.0645,0.088051,-0.0154,60,-175,25.94
1758187207.185,12.5179,10.0645,0.088051,-0.0142,60,-161,25.94
1758187207.205,9.9374,9.8715,0.088051,-0.0129,60,-146,-25.63
1758187207.225,9.9374,9.8715,0.088051,-0.0114,60,-130,-26.32
1758187207.245,9.9374,9.8715,0.088051,-0.0100,60,-114,-26.33
1758187207.265,9.9374,9.8715,0.088051,-0.0086,60,-98,-26.33
1758187207.285,9.9374,9.8715,0.088051,-0.0073,60,-83,-26.33
1758187207.305,9.3092,9.6916,0.088051,-0.0059,60,-67,-6.48
1758187207.325,9.3092,9.6916,0.088051,-0.0046,60,-52,-6.28
1758187207.345,9.3092,9.6916,0.088051,-0.0033,60,-37,-6.28
1758187207.365,9.3092,9.6916,0.000000,-0.0020,60,-23,-6.28
1758187207.385,13.4965,10.9045,0.000000,-0.0007,0,-8,15.95
1758187207.405,13.4965,10.9045,0.000000,0.0002,0,2,42.94
1758187207.425,13.4965,10.9045,0.000000,0.0004,0,5,44.52
1758187207.445,13.4965,10.9045,0.000000,0.0003,0,3,44.54
1758187207.465,13.4965,10.9045,0.088051,0.0002,0,2,44.55
1758187207.485,16.9640,12.6361,0.000000,0.0002,0,2,38.28
1758187207.505,16.9640,12.6361,0.000000,0.0002,0,2,35.41
1758187207.525,16.9640,12.6361,0.000000,0.0002,0,2,35.38
1758187207.545,16.9640,12.6361,0.000000,0.0002,0,2,35.38
1758187207.565,16.9640,12.6361,0.000000,0.0002,0,2,35.38
1758187207.585,16.7425,13.6489,0.000000,0.0002,0,2,9.68
1758187207.605,16.7425,13.6489,0.000000,0.0002,0,2,-2.06
1758187207.625,16.7425,13.6489,0.000000,0.0002,0,2,-2.21
1758187207.645,16.7425,13.6489,0.000000,0.0002,0,2,-2.22
1758187207.665,16.7425,13.6489,0.000000,0.0002,0,2,-2.22
1758187207.685,12.7152,13.1637,0.000000,0.0002,0,2,-34.17
1758187207.705,12.7152,13.1637,0.000000,0.0002,0,2,-41.03
1758187207.725,12.7152,13.1637,0.000000,0.0002,0,2,-41.09
1758187207.745,12.7152,13.1637,0.000000,0.0002,0,2,-41.09
1758187207.765,12.7152,13.1637,0.000000,0.0002,0,2,-41.09
1758187207.785,10.5094,12.3623,0.000000,0.0002,0,2,-24.37
1758187207.805,10.5094,12.3623,0.000000,0.0002,0,2,-22.65
1758187207.825,10.5094,12.3623,0.000000,0.0002,0,2,-22.51
1758187207.845,10.5094,12.3623,0.000000,0.0002,0,2,-22.51
1758187207.865,10.5094,12.3623,0.000000,0.0002,0,2,-22.51
1758187207.885,10.9101,12.0243,0.000000,0.0002,0,2,2.05
1758187207.905,10.9101,12.0243,0.000000,0.0002,0,2,4.03
1758187207.925,10.9101,12.0243,0.000000,0.0002,0,2,4.05
1758187207.945,10.9101,12.0243,0.000000,0.0002,0,2,4.05
1758187207.965,10.9101,12.0243,0.000000,0.0002,0,2,4.05
1758187207.985,11.5409,11.9429,0.000000,0.0002,0,2,6.34
1758187208.005,11.5409,11.9429,0.000000,0.0002,0,2,6.44
1758187208.025,11.5409,11.9429,0.000000,0.0002,0,2,6.44
1758187208.045,11.5409,11.9429,0.000000,0.0002,0,2,6.44
1758187208.065,11.5409,11.9429,0.000000,0.0002,0,2,6.44
1758187208.085,10.2108,11.4267,0.000000,0.0002,0,2,-13.10
1758187208.105,10.2108,11.4267,0.000000,0.0002,0,2,-13.57
1758187208.125,10.2108,11.4267,0.000000,0.0002,0,2,-13.57
1758187208.145,10.2108,11.4267,0.000000,0.0002,0,2,-13.57
1758187208.165,10.2108,11.4267,0.000000,0.0002,0,2,-13.57
1758187208.185,9.2571,10.8247,0.000000,0.0003,60,3,-9.80
1758187208.205,9.2571,10.8247,0.088051,0.0008,60,9,-9.74
1758187208.225,9.2571,10.8247,0.088051,0.0014,60,16,-9.73
1758187208.245,9.2571,10.8247,0.088051,0.0022,60,25,-9.73
1758187208.265,9.2571,10.8247,0.088051,0.0031,60,35,-9.73
1758187208.285,9.4126,10.4814,0.088051,0.0041,60,46,1.49
1758187208.305,9.4126,10.4814,0.088051,0.0050,60,57,1.57
1758187208.325,9.4126,10.4814,0.088051,0.0061,60,69,1.57
1758187208.345,9.4126,10.4814,0.044026,0.0072,60,82,1.57
1758187208.365,9.4126,10.4814,0.088051,0.0085,60,96,1.57
1758187208.385,12.0597,11.0414,0.088051,0.0096,0,109,26.28
1758187208.405,12.0597,11.0414,0.000000,0.0101,0,115,26.47
1758187208.425,12.0597,11.0414,0.000000,0.0103,0,117,26.47
1758187208.445,12.0597,11.0414,0.000000,0.0102,0,116,26.47
1758187208.465,12.0597,11.0414,0.000000,0.0100,0,114,26.47
1758187208.485,16.1945,12.5881,0.000000,0.0100,0,114,39.82
1758187208.505,16.1945,12.5881,0.000000,0.0100,0,114,40.14
1758187208.525,16.1945,12.5881,0.000000,0.0100,0,114,40.14
1758187208.545,16.1945,12.5881,0.000000,0.0100,0,114,40.14
1758187208.565,14.7731,13.0455,0.000000,0.0100,0,114,26.25
1758187208.585,14.7731,13.0455,0.000000,0.0100,0,114,-15.03
1758187208.605,14.7731,13.0455,0.000000,0.0100,0,114,-15.42
1758187208.625,14.7731,13.0455,0.000000,0.0100,0,114,-15.45
1758187208.645,14.7731,13.0455,0.000000,0.0100,0,114,-15.45
1758187208.665,10.5475,12.1569,0.000000,0.0100,0,114,-31.45
1758187208.685,10.5475,12.1569,0.000000,0.0100,0,114,-43.03
1758187208.705,10.5475,12.1569,0.000000,0.0100,0,114,-43.12
1758187208.725,10.5475,12.1569,0.000000,0.0100,0,114,-43.12
1758187208.745,10.5475,12.1569,0.000000,0.0100,0,114,-43.12
1758187208.765,9.2590,11.3519,0.000000,0.0100,0,114,-20.26
1758187208.785,9.2590,11.3519,0.000000,0.0100,0,114,-13.22
1758187208.805,9.2590,11.3519,0.000000,0.0100,0,114,-13.15
1758187208.825,9.2590,11.3519,0.000000,0.0100,0,114,-13.15
1758187208.845,9.2590,11.3519,0.000000,0.0100,0,114,-13.15
1758187208.865,9.0342,10.7584,0.000000,0.0100,60,114,-4.21
1758187208.885,9.0342,10.7584,0.088051,0.0104,60,118,-2.29
1758187208.905,9.0342,10.7584,0.088051,0.0110,60,125,-2.27
1758187208.925,9.0342,10.7584,0.088051,0.0119,60,135,-2.27
1758187208.945,9.0342,10.7584,0.000000,0.0128,60,145,-2.27
1758187208.965,8.9395,10.2978,0.088051,0.0140,60,159,-1.10
1758187208.985,8.9395,10.2978,0.044026,0.0151,60,172,-0.97
