Timestamp,RawReading,Weight_g
2025-09-18 12:03:44.244,241053,53.15
2025-09-18 12:03:45.024,168996,40.38
2025-09-18 12:03:45.802,161037,25.76
2025-09-18 12:03:46.584,120712,18.53
2025-09-18 12:03:47.363,116774,18.79
2025-09-18 12:03:48.144,135866,31.75
2025-09-18 12:03:48.924,205671,29.64
2025-09-18 12:03:49.705,125088,19.67
2025-09-18 12:03:50.485,142829,27.49
2025-09-18 12:03:51.264,211187,40.07
2025-09-18 12:03:52.044,171030,22.13
2025-09-18 12:03:52.824,113736,26.99
2025-09-18 12:03:53.605,124971,23.50
2025-09-18 12:03:54.381,120924,20.29
2025-09-18 12:03:55.165,219453,47.90
2025-09-18 12:03:55.942,122774,27.94
2025-09-18 12:03:56.722,128182,19.78
2025-09-18 12:03:57.504,128191,19.90
2025-09-18 12:03:58.285,121112,20.30
2025-09-18 12:03:59.063,135774,21.84
2025-09-18 12:03:59.844,132165,41.56
2025-09-18 12:04:00.624,237527,51.09
2025-09-18 12:04:01.404,140863,32.51
2025-09-18 12:04:02.183,194208,28.43
2025-09-18 12:04:02.964,231640,45.78
2025-09-18 12:04:03.743,251055,31.72
2025-09-18 12:04:04.524,169156,28.72
2025-09-18 12:04:05.304,115269,19.69
2025-09-18 12:04:06.082,122954,19.87
2025-09-18 12:04:06.860,165140,42.48
2025-09-18 12:04:07.644,201990,28.12
2025-09-18 12:04:08.422,155341,18.83
2025-09-18 12:04:09.202,120962,20.18
2025-09-18 12:04:09.983,244543,48.77
2025-09-18 12:04:10.760,240197,35.53
2025-09-18 12:04:11.542,145088,24.55
2025-09-18 12:04:12.323,163699,39.66
2025-09-18 12:04:13.103,168233,22.19
2025-09-18 12:04:13.883,139041,19.21
2025-09-18 12:04:14.662,141409,19.71
2025-09-18 12:04:15.442,149222,24.95
2025-09-18 12:04:16.222,148499,19.77
2025-09-18 12:04:17.003,222416,38.94
2025-09-18 12:04:17.781,204375,36.16
2025-09-18 12:04:18.561,206411,32.72
2025-09-18 12:04:19.342,122771,18.65
2025-09-18 12:04:20.121,122527,19.82
2025-09-18 12:04:20.903,127577,21.68
2025-09-18 12:04:21.679,232888,34.42
2025-09-18 12:04:22.462,116768,19.48
2025-09-18 12:04:23.239,125860,20.44
2025-09-18 12:04:24.022,125785,26.31
2025-09-18 12:04:24.802,140868,23.31
2025-09-18 12:04:25.581,130496,35.49
2025-09-18 12:04:26.362,288616,44.34
2025-09-18 12:04:27.139,124051,18.93
2025-09-18 12:04:27.918,125909,31.59
2025-09-18 12:04:28.701,145186,20.40
2025-09-18 12:04:29.479,124414,20.56
2025-09-18 12:04:30.261,190733,42.87
2025-09-18 12:04:31.041,246515,54.68
2025-09-18 12:04:31.820,154166,19.83
2025-09-18 12:04:32.600,149429,36.44
2025-09-18 12:04:33.381,124195,20.95
2025-09-18 12:04:34.160,130913,27.57
2025-09-18 12:04:34.939,188548,35.78
2025-09-18 12:04:35.718,126966,19.79
2025-09-18 12:04:36.499,125012,22.60
2025-09-18 12:04:37.279,124676,28.36
2025-09-18 12:04:38.057,179712,27.44
2025-09-18 12:04:38.840,188212,33.78
2025-09-18 12:04:39.620,119248,23.67
2025-09-18 12:04:40.400,182299,24.81
2025-09-18 12:04:41.178,124982,19.22
2025-09-18 12:04:41.959,129003,20.23
2025-09-18 12:04:42.738,126774,21.06
2025-09-18 12:04:43.519,145664,24.38
2025-09-18 12:04:44.300,148164,24.54
2025-09-18 12:04:45.079,136484,24.34
2025-09-18 12:04:45.858,137600,21.12
2025-09-18 12:04:46.640,136740,21.30
2025-09-18 12:04:47.419,128872,21.46
2025-09-18 12:04:48.198,131364,21.75
2025-09-18 12:04:48.977,134168,22.17
2025-09-18 12:04:49.757,278830,50.10
2025-09-18 12:04:50.539,237107,36.42
2025-09-18 12:04:51.318,157325,20.95
2025-09-18 12:04:52.099,207174,37.56
2025-09-18 12:04:52.879,133533,20.46
2025-09-18 12:04:53.659,126482,20.75
2025-09-18 12:04:54.437,141878,21.55
2025-09-18 12:04:55.219,123703,19.62
2025-09-18 12:04:55.997,123736,21.29
2025-09-18 12:04:56.777,142697,23.33
2025-09-18 12:04:57.558,128894,22.04
2025-09-18 12:04:58.337,138884,31.46
2025-09-18 12:04:59.118,161919,19.38
2025-09-18 12:04:59.895,124235,19.94
2025-09-18 12:05:00.678,149545,26.61
2025-09-18 12:05:01.454,268095,50.56
2025-09-18 12:05:02.237,248325,44.64
2025-09-18 12:05:03.017,131714,21.19
2025-09-18 12:05:03.798,128345,23.95
2025-09-18 12:05:04.576,121368,20.22
2025-09-18 12:05:05.354,236204,50.92
2025-09-18 12:05:06.138,238274,40.85
2025-09-18 12:05:06.916,126147,20.31
2025-09-18 12:05:07.697,125044,19.39
2025-09-18 12:05:08.477,134626,22.92
2025-09-18 12:05:09.257,130863,21.80
2025-09-18 12:05:10.036,128045,42.75
2025-09-18 12:05:10.815,131460,18.82
2025-09-18 12:05:11.597,125846,20.67
2025-09-18 12:05:12.374,134034,26.49
2025-09-18 12:05:13.156,147221,23.82
2025-09-18 12:05:13.936,129746,22.44
2025-09-18 12:05:14.716,271888,42.14
2025-09-18 12:05:15.496,124540,19.81
2025-09-18 12:05:16.276,163290,34.24
2025-09-18 12:05:17.055,169460,35.29
2025-09-18 12:05:17.832,143727,29.11
2025-09-18 12:05:18.616,204417,36.44
2025-09-18 12:05:19.395,123158,19.02
2025-09-18 12:05:20.176,121880,22.37
2025-09-18 12:05:20.954,233910,45.45
2025-09-18 12:05:21.736,237765,43.53
2025-09-18 12:05:22.515,219801,39.51
2025-09-18 12:05:23.296,129626,20.83
2025-09-18 12:05:24.075,118117,18.87
2025-09-18 12:05:24.852,235358,41.27
2025-09-18 12:05:25.632,167953,34.51
